open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
2025-08-01 00:00:00,0.20967,0.20995,0.20654,0.2073,253104967,1754007299999,52712740.18595,71653,111233878,23158243.03883,0
2025-08-01 00:15:00,0.20731,0.21,0.20712,0.20834,141924410,1754008199999,29615165.73191,55013,72638592,15158229.40441,0
2025-08-01 00:30:00,0.20834,0.20879,0.2068,0.2072,96945894,1754009099999,20149867.46203,49857,49751596,10343306.49856,0
2025-08-01 00:45:00,0.2072,0.20839,0.2032,0.20788,495615021,1754009999999,101771073.84235,141146,206292707,42378938.65838,0
2025-08-01 01:00:00,0.20788,0.20865,0.20511,0.20544,175872097,1754010899999,36392735.7436,65514,81185802,16801785.53956,0
2025-08-01 01:15:00,0.20544,0.20757,0.20493,0.20684,146552974,1754011799999,30253816.83405,59343,72949137,15059231.80306,0
2025-08-01 01:30:00,0.20684,0.20829,0.20604,0.20753,104602174,1754012699999,21688581.28853,43482,54339760,11268158.46173,0
2025-08-01 01:45:00,0.20753,0.20805,0.20607,0.20728,79041332,1754013599999,16357875.8388,34997,36458861,7548089.82295,0
2025-08-01 02:00:00,0.20727,0.20887,0.20645,0.20877,97871803,1754014499999,20347074.58006,44072,51243244,10654624.73936,0
2025-08-01 02:15:00,0.20876,0.20962,0.2081,0.20835,121975536,1754015399999,25488168.19755,31763,67444344,14093805.42537,0
2025-08-01 02:30:00,0.20835,0.2096,0.20796,0.209,65402488,1754016299999,13663698.55997,24705,34001073,7104802.40384,0
2025-08-01 02:45:00,0.20901,0.20986,0.20881,0.20943,50465564,1754017199999,10566883.74659,19574,31115933,6515477.69901,0
2025-08-01 03:00:00,0.20943,0.20955,0.2087,0.20886,45871101,1754018099999,9591519.96018,19497,24047898,5028740.59486,0
2025-08-01 03:15:00,0.20885,0.21048,0.20875,0.21025,73045458,1754018999999,15337951.38915,23174,46778686,9822105.74507,0
2025-08-01 03:30:00,0.21024,0.21047,0.20958,0.20972,72437510,1754019899999,15217486.70134,19801,38319358,8051671.84045,0
2025-08-01 03:45:00,0.20973,0.21006,0.20867,0.20903,67694988,1754020799999,14152403.87465,18861,24546291,5132911.68079,0
2025-08-01 04:00:00,0.20903,0.20903,0.20725,0.20788,112547868,1754021699999,23414365.42443,29136,50071162,10418484.61935,0
2025-08-01 04:15:00,0.20789,0.20807,0.20704,0.20768,80855297,1754022599999,16786059.84855,24757,37506779,7788062.97151,0
2025-08-01 04:30:00,0.20767,0.20844,0.2072,0.20781,50381549,1754023499999,10471052.87228,22416,23952798,4978155.11941,0
2025-08-01 04:45:00,0.20781,0.20792,0.20716,0.2073,26919466,1754024399999,5586389.28237,15486,14631264,3036361.0548,0
2025-08-01 05:00:00,0.2073,0.20856,0.20693,0.20838,69287765,1754025299999,14405732.80234,20585,36401315,7570256.25242,0
2025-08-01 05:15:00,0.20838,0.20843,0.2065,0.20673,77401308,1754026199999,16031494.56463,28717,35716483,7400780.33585,0
