open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
2025-09-01 00:00:00,2.7744,2.7762,2.7535,2.7612,17425515.1,1756685699999,48137814.40218,41866,6303803.9,17415477.37414,0
2025-09-01 00:15:00,2.7612,2.7661,2.7361,2.7498,25886697.3,1756686599999,71187775.77322,63473,11217214.4,30854623.97948,0
2025-09-01 00:30:00,2.7499,2.7622,2.7358,2.7587,12765077.1,1756687499999,35066649.55543,46455,6900174.2,18959794.68645,0
2025-09-01 00:45:00,2.7587,2.7675,2.7531,2.7611,13464636.6,1756688399999,37180290.39069,38089,6408062.7,17697537.43972,0
2025-09-01 01:00:00,2.7611,2.77,2.7539,2.7606,8003390.6,1756689299999,22103883.76342,32384,3847791.8,10629735.84388,0
2025-09-01 01:15:00,2.7606,2.7669,2.7533,2.7666,4893530.6,1756690199999,13511868.34074,26806,2685761.9,7416821.22849,0
2025-09-01 01:30:00,2.7667,2.7742,2.7629,2.7735,5389340.6,1756691099999,14918964.60897,25919,3126654.4,8656490.10413,0
2025-09-01 01:45:00,2.7734,2.7784,2.757,2.7635,6835161.7,1756691999999,18905370.96624,25936,2880571.7,7970909.63776,0
2025-09-01 02:00:00,2.7636,2.7659,2.7483,2.7507,4938676.4,1756692899999,13608813.00682,22141,1914213.7,5275844.61435,0
2025-09-01 02:15:00,2.7507,2.7549,2.7353,2.747,9608878.6,1756693799999,26364816.81528,33282,4064857.5,11152923.76387,0
2025-09-01 02:30:00,2.747,2.7476,2.7352,2.7391,5614921.1,1756694699999,15382199.45838,24250,2988348.0,8186486.94563,0
2025-09-01 02:45:00,2.7391,2.742,2.7272,2.7324,12778523.8,1756695599999,34912431.43692,38678,6099633.2,16663794.35621,0
2025-09-01 03:00:00,2.7324,2.7395,2.7245,2.7292,9455995.2,1756696499999,25832263.13233,31430,4772250.7,13040944.25362,0
2025-09-01 03:15:00,2.7292,2.7353,2.7257,2.7332,7063126.0,1756697399999,19286314.36716,23429,2696670.7,7364991.84726,0
2025-09-01 03:30:00,2.7333,2.7432,2.7298,2.7415,6867838.5,1756698299999,18798040.23967,21124,4278379.7,11707807.89748,0
