open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1738368000000,3299.50,3305.02,3286.85,3303.62,20527.124,1738368899999,67696165.15356,47953,10864.892,35836903.57040,0
1738368900000,3303.61,3312.16,3293.76,3293.94,31077.817,1738369799999,102725565.88713,45499,19182.481,63428612.34828,0
1738369800000,3293.95,3312.45,3289.78,3310.78,25814.609,1738370699999,85348371.55220,36741,14765.958,48818993.15273,0
1738370700000,3310.77,3319.88,3305.12,3315.59,27762.717,1738371599999,91966892.33683,42281,13481.096,44669671.15527,0
1738371600000,3315.58,3330.82,3315.11,3321.50,23849.759,1738372499999,79248861.71239,45328,12253.404,40719156.14084,0
1738372500000,3321.51,3325.00,3313.82,3322.13,17748.115,1738373399999,58908891.58614,32352,9107.440,30231768.41383,0
1738373400000,3322.14,3330.65,3317.38,3326.70,14116.106,1738374299999,46933421.08657,30101,6624.260,22028804.62643,0
1738374300000,3326.70,3327.52,3311.10,3311.89,28235.700,1738375199999,93666898.50092,36347,9385.794,31133160.31922,0
1738375200000,3311.88,3318.48,3307.69,3315.88,13513.863,1738376099999,44773004.92944,29895,5831.520,19326010.08034,0
1738376100000,3315.89,3324.83,3313.99,3315.15,8415.254,1738376999999,27927294.40877,23310,3760.903,12483645.68315,0
1738377000000,3315.15,3319.60,3308.26,3316.49,10823.495,1738377899999,35866496.41496,25299,5379.134,17826290.76915,0
1738377900000,3316.49,3319.60,3301.71,3304.79,16831.922,1738378799999,55699515.97435,30439,5303.763,17550249.09421,0
1738378800000,3304.79,3308.40,3293.11,3298.78,21470.371,1738379699999,70844470.81847,44539,10161.708,33533727.67506,0
1738379700000,3298.78,3301.63,3290.23,3290.61,14150.150,1738380599999,46615035.92850,30471,6756.663,22259703.83900,0
1738380600000,3290.61,3291.53,3281.82,3288.24,21852.358,1738381499999,71815292.66372,41676,9597.239,31540961.74019,0
1738381500000,3288.24,3291.31,3282.15,3291.01,13884.497,1738382399999,45656492.21494,26202,8450.802,27791660.93247,0
1738382400000,3291.02,3296.60,3285.93,3287.28,11609.971,1738383299999,38209598.23678,26980,6353.817,20916104.72616,0
1738383300000,3287.27,3297.61,3283.15,3296.49,17781.608,1738384199999,58519400.19139,26522,11816.546,38894833.38185,0
1738384200000,3296.48,3305.87,3294.00,3303.88,18313.697,1738385099999,60458738.10491,30160,9448.598,31191317.46253,0
1738385100000,3303.87,3304.00,3290.06,3293.40,11002.417,1738385999999,36272712.31410,22159,4991.756,16454581.78016,0
1738386000000,3293.40,3300.81,3292.00,3299.75,8077.719,1738386899999,26629717.86686,16973,4088.000,13476147.38191,0
1738386900000,3299.75,3301.94,3295.11,3298.19,8784.548,1738387799999,28977857.46995,17439,5209.407,17184286.93770,0
1738387800000,3298.19,3299.19,3291.64,3297.32,6974.638,1738388699999,22983528.38314,15720,2979.268,9817111.76514,0
1738388700000,3297.33,3301.58,3296.00,3298.82,8285.860,1738389599999,27340577.08633,15776,3915.053,12917989.41915,0
1738389600000,3298.81,3305.74,3295.14,3299.39,8559.676,1738390499999,28247292.17350,19968,4594.687,15162849.51035,0
1738390500000,3299.39,3299.39,3287.19,3289.36,13825.992,1738391399999,45513915.20519,24050,5377.698,17700329.34300,0
1738391400000,3289.35,3291.70,3278.56,3281.78,27154.210,1738392299999,89162181.41054,38761,10192.344,33469758.99049,0
1738392300000,3281.78,3295.00,3271.00,3294.89,40256.284,1738393199999,132094499.27728,52053,20589.019,67592825.28114,0
1738393200000,3294.88,3299.80,3291.45,3294.18,11981.647,1738394099999,39501162.52526,25403,5707.472,18815875.85792,0
1738394100000,3294.18,3294.19,3284.06,3289.35,11129.477,1738394999999,36597218.18413,23680,5431.503,17859786.49348,0
1738395000000,3289.35,3292.95,3278.37,3280.30,16924.815,1738395899999,55585167.37812,27864,6713.141,22047248.15890,0
1738395900000,3280.30,3284.23,3275.80,3278.99,13045.196,1738396799999,42771321.66960,25195,6064.035,19883998.92752,0
1738396800000,3279.00,3285.48,3278.11,3280.67,15062.272,1738397699999,49432270.54005,29851,9030.200,29637456.98813,0
1738397700000,3280.67,3283.07,3260.00,3264.14,62829.671,1738398599999,205336421.07288,74749,21286.276,69589349.30161,0
1738398600000,3264.15,3264.90,3245.00,3260.71,69968.527,1738399499999,227780479.44285,90459,28155.365,91694385.95199,0
1738399500000,3260.70,3269.09,3254.42,3267.19,25473.670,1738400399999,83094747.63220,48761,12808.608,41784789.95571,0
1738400400000,3267.19,3267.83,3252.48,3253.59,19503.099,1738401299999,63577121.65525,40325,7458.399,24318136.12827,0
1738401300000,3253.59,3264.71,3249.80,3254.58,29180.424,1738402199999,95023481.26097,45473,15846.239,51612151.26646,0
1738402200000,3254.61,3256.17,3235.02,3238.57,67656.710,1738403099999,219408782.81043,86991,28292.416,91762747.20051,0
1738403100000,3238.57,3239.84,3222.31,3234.93,61850.075,1738403999999,199799665.23410,95006,26106.861,84349453.06952,0
1738404000000,3234.93,3247.30,3234.28,3241.72,33187.805,1738404899999,107541567.48719,51849,19673.185,63745596.70781,0
1738404900000,3241.73,3247.59,3231.20,3245.90,24173.149,1738405799999,78303956.12247,39009,11918.161,38614923.00813,0
1738405800000,3245.89,3251.30,3236.10,3236.36,25183.878,1738406699999,81748434.43149,39322,12996.854,42196321.73632,0
1738406700000,3236.36,3242.00,3226.63,3233.14,22880.185,1738407599999,73988019.11480,46959,10256.569,33172947.27348,0
1738407600000,3233.14,3243.47,3228.75,3242.54,21557.934,1738408499999,69763449.96352,40682,12879.365,41687783.16294,0
1738408500000,3242.55,3246.50,3237.42,3242.36,15935.754,1738409399999,51680971.14875,27660,8310.476,26953804.11405,0
1738409400000,3242.36,3250.77,3240.35,3245.37,18373.136,1738410299999,59661065.00767,29626,12290.928,39913535.48706,0
1738410300000,3245.38,3251.79,3242.62,3250.54,12536.307,1738411199999,40717091.36150,24572,6777.524,22015033.91585,0
1738411200000,3250.54,3254.54,3247.30,3248.22,18912.219,1738412099999,61487907.28966,31194,10619.214,34528375.51312,0
1738412100000,3248.22,3259.99,3245.05,3258.01,31270.845,1738412999999,101775572.29565,37199,20825.011,67780499.89463,0
1738413000000,3258.00,3267.84,3256.31,3261.06,25103.926,1738413899999,81916101.92922,35449,12638.986,41241749.46227,0
1738413900000,3261.06,3271.65,3260.30,3265.83,15544.814,1738414799999,50780511.61985,31610,8199.354,26786305.59777,0
1738414800000,3265.83,3266.86,3259.20,3266.75,13996.958,1738415699999,45670453.75717,28882,6018.809,19640184.40961,0
1738415700000,3266.75,3272.00,3263.16,3267.52,12368.706,1738416599999,40420273.06320,20599,5041.167,16475068.48542,0
1738416600000,3267.51,3267.84,3256.56,3256.63,14460.625,1738417499999,47170518.21572,25025,4548.927,14839364.20339,0
1738417500000,3256.63,3256.69,3240.47,3244.76,40234.980,1738418399999,130655213.33595,54014,16744.093,54370322.29707,0
1738418400000,3244.76,3253.70,3238.62,3241.00,29524.747,1738419299999,95847438.74738,44330,17253.548,56022144.84137,0
1738419300000,3241.01,3253.45,3232.76,3249.29,22271.767,1738420199999,72224166.52018,43350,12136.541,39364665.06050,0
1738420200000,3249.30,3255.39,3245.65,3249.95,11479.590,1738421099999,37317935.39323,30153,5593.084,18184441.23103,0
1738421100000,3249.94,3250.43,3234.15,3237.38,19310.514,1738421999999,62546783.20342,39394,8921.957,28894568.88064,0
1738422000000,3237.39,3245.10,3227.00,3237.12,41068.944,1738422899999,132842514.14738,56422,19836.856,64182449.23923,0
1738422900000,3237.11,3243.86,3228.09,3242.90,18651.401,1738423799999,60341127.17331,38488,9918.897,32099971.31681,0
1738423800000,3242.89,3255.85,3239.09,3254.28,27918.196,1738424699999,90764095.26753,44606,14868.408,48335003.73211,0
1738424700000,3254.28,3256.98,3247.60,3249.40,15051.823,1738425599999,48957946.59036,31331,6734.906,21908927.77058,0
1738425600000,3249.40,3260.77,3246.92,3254.87,17958.501,1738426499999,58457161.48195,36531,11443.910,37254139.30234,0
1738426500000,3254.87,3263.89,3245.49,3261.00,21394.242,1738427399999,69597695.97953,39650,10147.104,33025943.94715,0
1738427400000,3261.00,3264.86,3256.37,3258.14,11756.893,1738428299999,38330963.05667,30214,5832.542,19017573.00610,0
1738428300000,3258.14,3261.11,3238.89,3241.25,23453.287,1738429199999,76183344.03987,39126,8739.162,28390948.41764,0
1738429200000,3241.25,3256.29,3241.24,3253.02,17097.380,1738430099999,55570585.38135,38171,10956.552,35605968.80099,0
