,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag,"Entry_EMA(C,2)","Exit_EMA(C,2)","Entry_ATR(H,L,C,10)","Exit_ATR(H,L,C,10)"
11,-0.22220862,1115,1115,45315.8,45564.38985889482,45564.38985889482,45067.410141105174,-55.2388094910125,0.0,-0.005485721512029418,2024-01-12 14:45:00,2024-01-12 14:45:00,0 days 00:00:00,,0.0004547534040166355,0.0004547534040166355,2.6147087300534023e-06,2.6147087300534023e-06
12,0.23195639,1418,1418,43173.3,43351.35293074566,42992.44706925433,43351.35293074566,41.30051504468304,0.0,0.004124144569575661,2024-01-15 18:30:00,2024-01-15 18:30:00,0 days 00:00:00,,0.0004322873051309997,0.0004322873051309997,1.8890763767109697e-06,1.8890763767109697e-06
13,-0.23880893,1499,1499,42107.4,42322.61468123383,42322.61468123383,41892.185318766176,-51.39518774574145,0.0,-0.00511108929152182,2024-01-16 14:45:00,2024-01-16 14:45:00,0 days 00:00:00,,0.00042583285051279486,0.00042583285051279486,2.6592321311044346e-06,2.6592321311044346e-06
14,0.24624277,2443,2444,40627.5,40778.589266153744,40476.410733846256,40778.589266153744,37.204639414965136,0.0,0.0037188915427663893,2024-01-26 10:45:00,2024-01-26 11:00:00,0 days 00:15:00,,0.0004061227228628702,0.0004073415742876234,1.5996033953836918e-06,1.6618430558453246e-06
15,0.23558663,2752,2753,42623.1,42805.2889105953,42441.11108940469,42805.2889105953,42.92127147051866,0.0,0.004274417172737355,2024-01-29 16:00:00,2024-01-29 16:15:00,0 days 00:15:00,,0.00042508776291673585,0.00042790992097224527,1.9431001953577436e-06,2.2528901758219647e-06
16,-0.23520743,2878,2878,42874.3,42724.3756858544,43024.02431414559,42724.3756858544,35.26331262469902,0.0,0.0034968340974802503,2024-01-30 23:30:00,2024-01-30 23:30:00,0 days 00:00:00,,0.0004284461211864254,0.0004284461211864254,1.656318827310307e-06,1.656318827310307e-06
17,-0.23629721,3127,3127,42825.8,42719.32702772002,42932.272972279985,42719.32702772002,25.159266290167093,0.0,0.0024861875850534787,2024-02-02 13:45:00,2024-02-02 13:45:00,0 days 00:00:00,,0.00042749842520550194,0.00042749842520550194,1.2909567505198631e-06,1.2909567505198631e-06
18,0.23507766,3591,3592,43155.0,43076.57585631431,43076.57585631431,43233.62414368569,-18.435764185135163,0.0,-0.0018172666825556627,2024-02-07 09:45:00,2024-02-07 10:00:00,0 days 00:15:00,,0.00043113881401477786,0.000430928938004926,7.79117293171194e-07,7.724055638540679e-07
19,0.21884002,3756,3757,46272.8,46078.063784161495,46078.063784161495,46467.736215838515,-42.61607736882315,0.0,-0.004208438128630809,2024-02-09 03:00:00,2024-02-09 03:15:00,0 days 00:15:00,,0.00046233134921284984,0.00046108978307094996,2.1073259425466035e-06,2.1434933482919493e-06
20,0.21056013,3923,3923,47890.0,48022.180264704024,47757.61973529598,48022.180264704024,27.831893719513538,0.0,0.002760080699603762,2024-02-10 20:45:00,2024-02-10 20:45:00,0 days 00:00:00,,0.00047835105908263393,0.00047835105908263393,1.5369223823361555e-06,1.5369223823361555e-06
21,0.20756003,4034,4034,48716.3,48559.06526110423,48559.06526110423,48873.53473889577,-32.63564712224803,0.0,-0.0032275591310458873,2024-02-12 00:30:00,2024-02-12 00:30:00,0 days 00:00:00,,0.0004862481244216804,0.0004862481244216804,1.7509126500619202e-06,1.7509126500619202e-06
22,0.20757569,4091,4091,48555.4,48710.91694763354,48400.08305236646,48710.91694763354,32.2815377117259,0.0,0.0032028764593339254,2024-02-12 14:45:00,2024-02-12 14:45:00,0 days 00:00:00,,0.00048681525226009674,0.00048681525226009674,1.7706525287018557e-06,1.7706525287018557e-06
23,0.20350245,4095,4101,49685.9,49976.094569342364,49395.70543065763,49976.094569342364,59.05530583786653,0.0,0.005840581922484489,2024-02-12 15:45:00,2024-02-12 17:15:00,0 days 01:30:00,,0.0004977040648427172,0.0004999158738886732,2.9450511240812933e-06,3.0984492434328964e-06
24,0.20019562,4260,4260,50801.6,51026.034150836094,50577.365849163885,51026.034150836094,44.93073397580587,0.0,0.004417855950129557,2024-02-14 09:00:00,2024-02-14 09:00:00,0 days 00:00:00,,0.0005083027014989616,0.0005083027014989616,3.1481073575249524e-06,3.1481073575249524e-06
25,0.19532021,4322,4322,52299.7,52491.128772885066,52108.27122711492,52491.128772885066,37.38990811995463,0.0,0.003660226978072112,2024-02-15 00:30:00,2024-02-15 00:30:00,0 days 00:00:00,,0.0005231896109350397,0.0005231896109350397,2.1271589559656985e-06,2.1271589559656985e-06
26,-0.20178666,4571,4573,50809.0,51002.329604601495,51002.329604601495,50615.87039539851,-39.01133519165588,0.0,-0.003805026759068131,2024-02-17 14:45:00,2024-02-17 15:15:00,0 days 00:30:00,,0.0005090572450851114,0.0005096425827872346,2.0247664414134675e-06,2.075560817544907e-06
27,0.19684516,4598,4598,51886.3,52043.89943513067,51728.70056486934,52043.89943513067,31.02268602420572,0.0,0.0030373997592942903,2024-02-17 21:30:00,2024-02-17 21:30:00,0 days 00:00:00,,0.0005184835460857826,0.0005184835460857826,1.6651949161760206e-06,1.6651949161760206e-06
28,0.19606495000000002,4697,4697,52251.0,52397.05931798142,52106.94068201859,52397.05931798142,28.637112877061018,0.0,0.002795340146244385,2024-02-18 22:15:00,2024-02-18 22:15:00,0 days 00:00:00,,0.0005222116874126311,0.0005222116874126311,1.567833861832682e-06,1.567833861832682e-06
29,0.19408311,4855,4855,52932.1,52726.520000877914,52726.520000877914,53137.479999122086,-39.899605583412196,0.0,-0.003883843624607586,2024-02-20 13:45:00,2024-02-20 13:45:00,0 days 00:00:00,,0.0005283815254551999,0.0005283815254551999,2.226119992098739e-06,2.226119992098739e-06
30,0.19836604,5255,5255,51588.100000000006,51501.224244141624,51501.224244141624,51674.97575585838,-17.23319966163354,0.0,-0.0016840270500053656,2024-02-24 17:45:00,2024-02-24 17:45:00,0 days 00:00:00,,0.0005154805699263142,0.0005154805699263142,1.0298818027253771e-06,1.0298818027253771e-06
31,-0.19998461,5414,5414,51084.4,50979.6228663802,51189.17713361979,50979.6228663802,20.953814203872295,0.0,0.002051059298333602,2024-02-26 09:30:00,2024-02-26 09:30:00,0 days 00:00:00,,0.0005104732273475055,0.0005104732273475055,1.089394202578102e-06,1.089394202578102e-06
32,0.19533369,5438,5438,52408.0,52604.73880020131,52211.06119979869,52604.73880020131,38.42971580949417,0.0,0.0037539841284022213,2024-02-26 15:30:00,2024-02-26 15:30:00,0 days 00:00:00,,0.000524646386388942,0.000524646386388942,2.1626492018118166e-06,2.1626492018118166e-06
33,0.19184268000000002,5441,5441,53562.0,53265.500414653245,53265.500414653245,53858.499585346755,-56.881275071810286,0.0,-0.005535633197915613,2024-02-26 16:15:00,2024-02-26 16:15:00,0 days 00:00:00,,0.0005329746809773682,0.0005329746809773682,3.1179962681208086e-06,3.1179962681208086e-06
34,0.18294111,5480,5480,55857.3,56150.68733535174,55564.11266464827,56150.68733535174,53.6726047891881,0.0,0.0052524439124650435,2024-02-27 02:00:00,2024-02-27 02:00:00,0 days 00:00:00,,0.0005619514048110884,0.0005619514048110884,4.752786018165533e-06,4.752786018165533e-06
35,0.17742255,5599,5599,57897.2,58074.19933239388,57720.200667606114,58074.19933239388,31.403672901620247,0.0,0.003057131128860746,2024-02-28 07:45:00,2024-02-28 07:45:00,0 days 00:00:00,,0.0005811168828347173,0.0005811168828347173,2.2218939915449354e-06,2.2218939915449354e-06
36,0.16106585,5637,5637,63971.8,63259.589691375266,63259.589691375266,64684.01030862474,-114.71275873740544,0.0,-0.011133191634825623,2024-02-28 17:15:00,2024-02-28 17:15:00,0 days 00:00:00,,0.0006245880925605371,0.0006245880925605371,9.291892777622663e-06,9.291892777622663e-06
37,0.16352623,6001,6001,62307.799999999996,62475.54934445352,62140.05065554648,62475.54934445352,27.43141788345525,0.0,0.002692268776196771,2024-03-03 12:15:00,2024-03-03 12:15:00,0 days 00:00:00,,0.0006248298556751198,0.0006248298556751198,1.9635441000817004e-06,1.9635441000817004e-06
38,0.15997831,6050,6050,63861.1,64114.39821994858,63607.601780051424,64114.39821994858,40.52222115338345,0.0,0.003966392999002366,2024-03-04 00:30:00,2024-03-04 00:30:00,0 days 00:00:00,,0.0006409096254440413,0.0006409096254440413,2.9650839795372237e-06,2.9650839795372237e-06
39,0.15808711,6081,6082,64881.4,65211.79801998566,64548.80198001435,65211.79801998566,52.23166812925486,0.0,0.005092338019611953,2024-03-04 08:15:00,2024-03-04 08:30:00,0 days 00:15:00,,0.000648531709844208,0.0006535745699480694,3.47678217987085e-06,3.982003961883761e-06
40,0.15945593,6260,6260,64652.0,65133.50711656234,64170.692883437674,65133.50711656234,76.77916507306529,0.0,0.007447675502108675,2024-03-06 05:00:00,2024-03-06 05:00:00,0 days 00:00:00,,0.0006504178249854976,0.0006504178249854976,5.5294640490609505e-06,5.5294640490609505e-06
41,0.1535607,6460,6460,67634.0,67441.65688595973,67441.65688595973,67826.34311404025,-29.5363432322021,0.0,-0.0028438819830300943,2024-03-08 07:00:00,2024-03-08 07:00:00,0 days 00:00:00,,0.0006745629666495754,0.0006745629666495754,2.085588026362311e-06,2.085588026362311e-06
42,0.14846697,6494,6494,69755.5,69325.58002903772,69325.58002903772,70185.41997096228,-63.82891543125753,0.0,-0.006163241191910029,2024-03-08 15:30:00,2024-03-08 15:30:00,0 days 00:00:00,,0.0006867981799872754,0.0006867981799872754,6.980679738660523e-06,6.980679738660523e-06
43,0.14906577000000001,6629,6629,69047.1,69224.04073757316,68870.15926242687,69224.04073757316,26.375807290708714,0.0,0.0025626092561910063,2024-03-10 01:15:00,2024-03-10 01:15:00,0 days 00:00:00,,0.0006891924911055259,0.0006891924911055259,2.0142666381582912e-06,2.0142666381582912e-06
44,0.14870239,6748,6748,69393.2,69662.15623903315,69124.44376096685,69662.15623903315,39.99443554964255,0.0,0.003875829894473215,2024-03-11 07:00:00,2024-03-11 07:00:00,0 days 00:00:00,,0.0007021144901399054,0.0007021144901399054,3.938906151298354e-06,3.938906151298354e-06
45,-0.14639816,7114,7114,70758.6,70348.43697602714,71168.56302397288,70348.43697602714,60.04711200966462,0.0,0.005796652618520914,2024-03-15 02:30:00,2024-03-15 02:30:00,0 days 00:00:00,,0.0007018412428634814,0.0007018412428634814,5.102567215755886e-06,5.102567215755886e-06
46,0.14825817,7180,7181,70275.9,69723.86205325826,69723.86205325826,70828.13794674173,-81.84413575448637,0.0,-0.007855295296705256,2024-03-15 19:00:00,2024-03-15 19:15:00,0 days 00:15:00,,0.000701630139999057,0.0007009293799996857,5.562141520675591e-06,5.821927368608032e-06
47,0.15191254,8120,8120,68046.6,67733.8501041827,67733.8501041827,68359.34989581733,-47.51063105834423,0.0,-0.004596113484249265,2024-03-25 14:00:00,2024-03-25 14:00:00,0 days 00:00:00,,0.0006833983333666444,0.0006833983333666444,3.954549062355889e-06,3.954549062355889e-06
48,0.14382731,8190,8190,71541.5,71274.55033752284,71274.55033752284,71808.64966247717,-38.39465185949851,0.0,-0.003731395937702775,2024-03-26 07:30:00,2024-03-26 07:30:00,0 days 00:00:00,,0.0007122546609696493,0.0007122546609696493,2.876246962294487e-06,2.876246962294487e-06
49,0.14377597,8309,8309,71300.0,71612.568377803,70987.63162219702,71612.568377803,44.939821709953584,0.0,0.004383848216030994,2024-03-27 13:15:00,2024-03-27 13:15:00,0 days 00:00:00,,0.0007146511364241175,0.0007146511364241175,3.391015400226969e-06,3.391015400226969e-06
50,-0.14635777,8462,8462,70349.3,70518.12705358378,70518.12705358378,70180.47294641621,-24.70915107819383,0.0,-0.0023998398503437546,2024-03-29 03:30:00,2024-03-29 03:30:00,0 days 00:00:00,,0.0007047129063779782,0.0007047129063779782,1.713443482254105e-06,1.713443482254105e-06
51,0.14455379000000002,8715,8715,71056.3,71229.32190655296,70883.07809344704,71229.32190655296,25.010972345256654,0.0,0.0024349974112494177,2024-03-31 18:45:00,2024-03-31 18:45:00,0 days 00:00:00,,0.0007095125969510865,0.0007095125969510865,2.0193971589766956e-06,2.0193971589766956e-06
52,-0.14876667,8760,8760,69212.2,68935.94349495576,69488.45650504423,68935.94349495576,41.0977603212686,0.0,0.003991442333060258,2024-04-01 06:00:00,2024-04-01 06:00:00,0 days 00:00:00,,0.0006941434832241573,0.0006941434832241573,3.035808545398079e-06,3.035808545398079e-06
53,-0.15093254,8842,8842,68491.3,68180.82237809499,68801.777621905,68180.82237809499,46.86117608728216,0.0,0.00453309576406058,2024-04-02 02:30:00,2024-04-02 02:30:00,0 days 00:00:00,,0.0006738119159563837,0.0006738119159563837,5.782298597145063e-06,5.782298597145063e-06
54,0.1557682,8985,8989,66665.9,66333.17814429132,66333.17814429132,66998.82185570868,-51.82748456439965,0.0,-0.00499088523081026,2024-04-03 14:15:00,2024-04-03 15:15:00,0 days 01:00:00,,0.0006665291431212927,0.0006639173474459419,3.4906967013780296e-06,3.4162365057741493e-06
55,-0.15748514,9034,9035,65610.0,65829.2305393301,65829.2305393301,65390.16946066989,-34.52555217867741,0.0,-0.003341419590460415,2024-04-04 02:30:00,2024-04-04 02:45:00,0 days 00:15:00,,0.0006571690126856483,0.0006573963375618828,2.2744748539709904e-06,2.2333273685738754e-06
56,0.14957913,9096,9096,68847.0,69180.29670456889,68514.50329543112,69180.29670456889,49.854231101280824,0.0,0.004841121683862637,2024-04-04 18:00:00,2024-04-04 18:00:00,0 days 00:00:00,,0.0006878466208011705,0.0006878466208011705,3.6237703411199736e-06,3.6237703411199736e-06
57,-0.15520325000000001,9142,9146,66673.4,67037.90586849493,67037.90586849493,66308.6941315051,-56.57249543448572,0.0,-0.005467035856802305,2024-04-05 05:30:00,2024-04-05 06:30:00,0 days 01:00:00,,0.0006689393730801184,0.0006703681897911126,3.6286528164543193e-06,3.01512821287569e-06
58,0.14792382,9309,9310,69572.0,69337.31665283465,69337.31665283465,69806.68334716535,-34.715257203085216,0.0,-0.003373244224190053,2024-04-06 23:15:00,2024-04-06 23:30:00,0 days 00:15:00,,0.0006939789333643909,0.0006918329777881303,2.397550124488185e-06,2.558395112039353e-06
59,0.14508503,9439,9440,70694.0,70937.31568517334,70450.88431482669,70937.31568517334,35.30146348284389,0.0,0.0034418152201507457,2024-04-08 07:45:00,2024-04-08 08:00:00,0 days 00:15:00,,0.0007065482365655796,0.0007113694121885266,2.49474116655994e-06,2.9476670499039357e-06
60,0.14419312,9441,9441,71376.1,71083.2332950096,71083.2332950096,71672.7667049904,-42.22936393668453,0.0,-0.004103148042417515,2024-04-08 08:15:00,2024-04-08 08:15:00,0 days 00:00:00,,0.0007125491373961755,0.0007125491373961755,3.136600344913547e-06,3.136600344913547e-06
61,-0.15070869,9651,9652,68010.1,67645.84998216316,68374.15001783684,67645.84998216316,54.89564302066902,0.0,0.005355822412213107,2024-04-10 12:45:00,2024-04-10 13:00:00,0 days 00:15:00,,0.0006812651192689103,0.0006781217064229701,3.627250160531601e-06,3.6654251444784434e-06
62,-0.14749124,9751,9751,69865.9,70302.8203386398,70302.8203386398,69428.7796613602,-64.44192252720481,0.0,-0.006253699424752401,2024-04-11 13:45:00,2024-04-11 13:45:00,0 days 00:00:00,,0.000702750350580781,0.000702750350580781,4.821383047758176e-06,4.821383047758176e-06
63,-0.14535058,9843,9844,70451.5,70257.37702382187,70645.42297617812,70257.37702382187,28.215887178817535,0.0,0.0027554129603788446,2024-04-12 12:45:00,2024-04-12 13:00:00,0 days 00:15:00,,0.0007059106639337974,0.0007042368879779324,1.9611067856030253e-06,2.2869961070427233e-06
64,-0.15851382,9968,9968,64779.1,64161.31307995491,65396.886920045086,64161.31307995491,97.92776464238143,0.0,0.009536824686435685,2024-04-13 20:00:00,2024-04-13 20:00:00,0 days 00:00:00,,0.00063537822959929,0.00063537822959929,1.0805382280405787e-05,1.0805382280405787e-05
65,0.15970504,10073,10077,64909.1,65436.039079951144,64381.96092004886,65436.039079951144,84.15482684116127,0.0,0.008118107937887808,2024-04-14 22:15:00,2024-04-14 23:15:00,0 days 01:00:00,,0.0006500751564649373,0.0006542091994625301,5.441251719560261e-06,5.1966463532034915e-06
66,0.15760275,10106,10117,66308.9,66646.55048369685,65971.24951630314,66646.55048369685,53.21464476945346,0.0,0.005092083923829982,2024-04-15 06:30:00,2024-04-15 09:15:00,0 days 02:45:00,,0.0006620273127108249,0.000664951181049144,3.404854353271624e-06,3.3384853477057222e-06
67,-0.16979184,10218,10218,61862.1,62267.74858703453,62267.74858703453,61456.251412965474,-68.8758199859942,0.0,-0.006557303858655494,2024-04-16 10:30:00,2024-04-16 10:30:00,0 days 00:00:00,,0.0006229116245115514,0.0006229116245115514,4.592537283310776e-06,4.592537283310776e-06
68,0.16729198,10413,10413,62374.8,62682.23449554503,62067.56550445497,62682.23449554503,51.43132548002954,0.0,0.004928825351665056,2024-04-18 11:15:00,2024-04-18 11:15:00,0 days 00:00:00,,0.0006264866977072377,0.0006264866977072377,3.3988104599052367e-06,3.3988104599052367e-06
69,-0.17186126000000002,10471,10473,61015.7,60577.11836717281,61457.08163282718,60577.11836717281,75.375192030538,0.0,0.007188012803707733,2024-04-19 01:45:00,2024-04-19 02:15:00,0 days 00:30:00,,0.0006113192813112856,0.0006004563645901429,4.73763469544471e-06,5.449944103310217e-06
70,-0.1770499,10474,10474,59653.299999999996,60198.29441033102,60198.29441033102,59108.30558966898,-96.4912058496663,0.0,-0.009136031205834838,2024-04-19 02:30:00,2024-04-19 02:30:00,0 days 00:00:00,,0.0006018501215300475,0.0006018501215300475,5.674649692979193e-06,5.674649692979193e-06
71,0.16449288,10491,10491,63620.5,64191.71404638378,63046.28595361622,64191.71404638378,93.96064358612114,0.0,0.008978458930435584,2024-04-19 06:45:00,2024-04-19 06:45:00,0 days 00:00:00,,0.0006408736118610453,0.0006408736118610453,6.553526417454014e-06,6.553526417454014e-06
72,0.16362447,10623,10623,64532.40000000001,64759.08753868465,64305.71246131536,64759.08753868465,37.09162837287971,0.0,0.0035127709287838815,2024-04-20 15:45:00,2024-04-20 15:45:00,0 days 00:00:00,,0.0006462080005433026,0.0006462080005433026,2.4514878481618105e-06,2.4514878481618105e-06
73,-0.16431587,10721,10722,64486.6,64247.2064868959,64725.9935131041,64247.2064868959,39.33615337805689,0.0,0.0037122985721700363,2024-04-21 16:15:00,2024-04-21 16:30:00,0 days 00:15:00,,0.0006462957738810201,0.0006449659246270067,2.395641617936935e-06,2.607877456143243e-06
74,-0.16389072,11003,11006,64893.90000000001,64549.804541327394,65238.1954586726,64549.804541327394,56.394052470584846,0.0,0.005302431486975068,2024-04-24 14:45:00,2024-04-24 15:30:00,0 days 00:45:00,,0.0006518862139293959,0.0006466013412566443,3.5700591280533943e-06,3.719340104350925e-06
75,-0.16977066,11235,11236,62978.5,63196.05831723131,63196.05831723131,62761.141682768684,-36.93501910484988,0.0,-0.0034544855344493808,2024-04-27 00:45:00,2024-04-27 01:00:00,0 days 00:15:00,,0.0006316655494226047,0.0006314005164742016,2.3211248550818337e-06,2.3876123695736464e-06
76,0.1657486,11341,11341,64283.899999999994,64099.98479224566,64099.98479224566,64467.815207754335,-30.48368820399071,0.0,-0.0028609839750596278,2024-04-28 03:15:00,2024-04-28 03:15:00,0 days 00:00:00,,0.0006413449432390324,0.0006413449432390324,2.0251368697890206e-06,2.0251368697890206e-06
77,-0.1714727,11479,11480,61960.200000000004,62205.432653058946,62205.432653058946,61714.76734694105,-42.05070514818089,0.0,-0.003957906092280972,2024-04-29 13:45:00,2024-04-29 14:00:00,0 days 00:15:00,,0.0006203869358137788,0.0006215296452712596,2.532093877530522e-06,2.686284489777466e-06
78,-0.17017743,11555,11555,62184.700000000004,61944.04812690519,62425.55187309482,61944.04812690519,40.953517287961006,0.0,0.0038699531089610995,2024-04-30 08:45:00,2024-04-30 08:45:00,0 days 00:00:00,,0.0006206677583987131,0.0006206677583987131,2.5767668578533543e-06,2.5767668578533543e-06
79,-0.18164074,11645,11645,58485.69999999999,58071.790079462204,58899.40992053779,58071.790079462204,75.1829042598247,0.0,0.007077113218065034,2024-05-01 07:15:00,2024-05-01 07:15:00,0 days 00:00:00,,0.0005826818583880067,0.0005826818583880067,5.039289284840195e-06,5.039289284840195e-06
80,0.17705827,11859,11860,60424.0,60755.04418340309,60092.95581659691,60755.04418340309,58.61411040691413,0.0,0.005478687001904792,2024-05-03 12:45:00,2024-05-03 13:00:00,0 days 00:15:00,,0.0006040165547108869,0.0006087255182369623,3.4230976506278065e-06,3.851487885565029e-06
81,0.17146938,11890,11891,62735.30000000001,63031.979499261164,62438.42050073883,63031.979499261164,50.871449797020446,0.0,0.004729067992998326,2024-05-03 20:30:00,2024-05-03 20:45:00,0 days 00:15:00,,0.0006277488805096198,0.0006284496268365399,2.9966154933504904e-06,3.160453944015432e-06
82,0.1700821,11910,11910,63546.1,63242.790989869776,63242.790989869776,63849.40901013023,-51.58743339186959,0.0,-0.004773054682037481,2024-05-04 01:30:00,2024-05-04 01:30:00,0 days 00:00:00,,0.0006308290425596339,0.0006308290425596339,3.333181091171973e-06,3.333181091171973e-06
83,0.16859111000000002,11947,11947,63802.1,64016.16263542526,63587.837364574734,64016.16263542526,36.08905731587024,0.0,0.0033551032869649777,2024-05-04 10:45:00,2024-05-04 10:45:00,0 days 00:00:00,,0.0006413614072357683,0.0006413614072357683,2.750563718827407e-06,2.750563718827407e-06
84,-0.17014452,12003,12005,63431.7,63215.73085639406,63647.66914360594,63215.73085639406,36.745966273643724,0.0,0.003404750993681982,2024-05-05 00:45:00,2024-05-05 01:15:00,0 days 00:30:00,,0.0006351635637506961,0.0006328697293056329,2.071122292453479e-06,2.282409056887317e-06
85,0.16570626,12130,12131,65352.4,65078.1388129044,65078.1388129044,65626.66118709561,-45.446795576772985,0.0,-0.00419665057588714,2024-05-06 08:30:00,2024-05-06 08:45:00,0 days 00:15:00,,0.0006529467473183089,0.0006517089157727697,2.69875068386046e-06,2.88717561547442e-06
86,-0.16820522000000002,12139,12139,64111.3,63792.8873293363,64429.512670663695,63792.8873293363,53.55867331977485,0.0,0.004966560819445243,2024-05-06 10:45:00,2024-05-06 10:45:00,0 days 00:00:00,,0.0006411328850656566,0.0006411328850656566,3.2778140359733048e-06,3.2778140359733048e-06
87,-0.17219327,12206,12206,62937.50000000001,63212.55730844744,63212.55730844744,62662.44269155257,-47.363017378962255,0.0,-0.004370324662521297,2024-05-07 03:30:00,2024-05-07 03:30:00,0 days 00:00:00,,0.0006319554321764068,0.0006319554321764068,2.9537157760269393e-06,2.9537157760269393e-06
88,-0.17678551,12540,12540,61034.7,60654.528202838825,61415.07179716118,60654.528202838825,67.20886504875473,0.0,0.006228781286074514,2024-05-10 15:00:00,2024-05-10 15:00:00,0 days 00:00:00,,0.0006101659186942244,0.0006101659186942244,3.94714617445061e-06,3.94714617445061e-06
89,0.17428362,12800,12800,62296.50000000001,62565.94431013104,62027.25568986895,62565.94431013104,46.95972975803919,0.0,0.0043251917865536615,2024-05-13 08:00:00,2024-05-13 08:00:00,0 days 00:00:00,,0.0006245678067401529,0.0006245678067401529,2.7860987911793955e-06,2.7860987911793955e-06
90,-0.17655481,12889,12889,61761.1,61523.29559205329,61998.70440794671,61523.29559205329,41.985512062194054,0.0,0.003850391394368158,2024-05-14 06:15:00,2024-05-14 06:15:00,0 days 00:00:00,,0.0006177501784304796,0.0006177501784304796,2.5847396715204044e-06,2.5847396715204044e-06
91,0.1753438,12999,12999,62427.1,62593.867190052246,62260.33280994776,62593.867190052246,29.24159281908241,0.0,0.00267139095124147,2024-05-15 09:45:00,2024-05-15 09:45:00,0 days 00:00:00,,0.0006251363682939906,0.0006251363682939906,1.9767047104701757e-06,1.9767047104701757e-06
92,0.17246172,13011,13013,63639.9,64001.43060919475,63278.56939080524,64001.43060919475,62.35019069437385,0.0,0.005680879592751431,2024-05-15 12:45:00,2024-05-15 13:15:00,0 days 00:30:00,,0.0006358578271536601,0.0006406666474615178,3.6017754827528503e-06,3.871248141029811e-06
93,0.16434366,13278,13278,67162.9,67030.53408614175,67030.53408614175,67295.46591385825,-21.75349874270933,0.0,-0.0019708189172631396,2024-05-18 07:30:00,2024-05-18 07:30:00,0 days 00:00:00,,0.000670123076490938,0.000670123076490938,1.3740932247242812e-06,1.3740932247242812e-06
