ema_period,atr_period,multiplier,0
2,10,1.0,-0.0
2,10,3.71828568052492,-0.0
2,11,1.0,48.421052631578945
2,11,2.3051744272225747,-0.0
2,12,3.5547054250230428,-0.0
2,14,3.183300389152927,-0.0
2,15,1.0,52.51798561151079
2,16,1.0,50.66666666666667
2,18,2.7056962404630776,-0.0
2,21,3.0269048603031194,-0.0
2,24,2.3532325801728775,-0.0
2,25,1.0,47.82608695652174
2,26,1.0,49.056603773584904
2,31,1.0,47.863247863247864
2,32,1.0,48.10126582278481
2,37,1.0,47.47081712062256
2,37,4.952040666217517,-0.0
2,39,1.0,48.49624060150376
2,40,2.4522644737785653,-0.0
2,41,1.0,49.07749077490775
2,42,1.0,48.91304347826087
2,43,1.0,48.92857142857142
2,44,1.0,48.39857651245551
2,45,1.0,48.754448398576514
2,46,1.0,48.59154929577465
2,47,1.0,48.421052631578945
2,48,1.0,48.26388888888889
2,49,1.0,48.09688581314879
3,30,4.224250825822527,-0.0
3,49,1.0,51.1354079058032
4,34,1.0,50.419338924518996
4,45,1.0,49.90338164251208
5,21,1.0,49.64234620886982
6,10,1.0,49.52408422267089
6,21,7.548186338799954,-0.0
6,49,1.0,48.865268600976734
7,40,4.961211003242168,-0.0
8,23,5.140261050038159,-0.0
8,44,1.0,49.749430523918
8,49,1.0,49.53142857142857
9,26,6.506601807381795,-0.0
9,49,1.0,50.138563206139416
10,40,1.0,51.05872952457051
10,42,1.0,51.22637716123843
11,32,3.720340270892171,45.45454545454545
13,25,9.209664993733973,-0.0
13,49,1.0,52.45720596355604
14,15,1.0,52.89283366206443
14,46,1.0,52.43682310469314
14,46,2.7796850220127856,50.05973715651135
14,49,1.0,52.60869565217391
15,14,5.198510537717205,-0.0
15,44,1.0,52.739122776114144
15,46,9.649601419822412,-0.0
16,14,1.31609950625949,51.66554884864743
16,21,1.0,53.333333333333336
16,27,1.5673628300899458,50.35859058309947
16,42,1.0,53.074657890178415
16,44,1.0,52.949364886027496
17,27,4.850375871942671,40.54054054054054
17,38,1.0,53.224419604471194
17,43,1.0,53.22216432169533
17,49,1.0,53.10368945619863
18,36,1.0,53.445033339032314
18,49,1.0,52.96064089167537
19,39,1.0,53.234686854783206
19,47,1.0,52.859377715974276
19,48,1.0,52.863359442993904
20,17,1.6099826132912762,51.30069930069931
20,17,4.454758064852973,44.44444444444444
20,39,1.0,53.557278208441
20,41,1.0,53.42182382347871
20,47,6.455358999455851,-0.0
21,33,5.161892664337149,45.83333333333333
21,39,1.0,53.75782881002088
21,44,1.0,53.52900069881203
22,38,5.726328894822784,43.925233644859816
22,41,1.0,54.11353711790393
22,45,1.0,53.99332982271371
22,46,1.0,53.8880112339828
22,49,1.0,53.68513632365875
23,49,1.0,53.96853455895351
24,25,2.51538132164663,52.2378908645003
24,38,1.0,54.107898448519045
25,28,1.0,54.00068681318682
25,36,1.0,54.14625612316305
25,38,1.0,54.16593271093888
25,46,1.0,53.97333333333333
26,13,8.445136654735371,-0.0
26,46,1.0,54.30558031734712
27,21,3.674821380847241,46.12850082372323
27,31,1.0,54.38934641668127
27,38,1.0,54.19847328244275
27,47,1.0,54.413607878245294
27,49,1.0,54.42946990116801
28,12,1.2210990730105908,53.23767476085357
28,29,4.3578259225412355,47.45308310991957
28,38,1.0,54.68077474892395
28,44,1.0,54.71596032461677
28,44,7.606211086775901,-0.0
28,45,1.0,54.694835680751176
29,11,2.430530265690347,53.41796875
29,16,9.662220992651203,-0.0
29,36,2.9006627950014994,52.945301542777
29,39,1.0,55.03440782325244
29,49,1.0,54.70523617722446
30,40,1.0,54.88448244496998
30,45,1.0,54.81927710843374
30,49,1.0,54.82326951399117
31,18,4.566721702932465,45.925925925925924
31,27,2.9006627950014994,52.660300136425654
31,40,1.0,54.93294139261437
31,41,1.0,54.973340687626404
31,46,1.0,54.838112858464385
32,10,1.0,53.40774564518856
32,28,1.0,54.92606449314093
32,44,1.0,55.02969561989607
32,49,1.0,54.951420029895374
33,41,1.0,54.935861684327946
33,43,1.0,55.081111318291995
33,45,1.0,55.134428678118
34,37,1.0,54.798073360503885
34,38,1.0,54.84409799554566
34,41,1.0,55.02526670409882
34,42,1.0,54.99531396438613
34,44,1.0,54.965140380629364
34,45,1.0,55.006600037714506
34,48,1.0,55.139833711262284
34,49,1.0,55.12407652964577
35,14,1.39382542597643,53.220409870347126
35,22,2.0425285288403208,50.52253429131287
35,29,2.2945477207166256,50.545014129995955
35,43,1.0,55.359179019384264
35,45,1.0,55.3057725281006
35,46,1.0,55.250095456281024
35,48,1.0,55.12820512820513
35,49,1.0,55.23444976076555
36,33,1.0,55.05533670981054
36,34,3.7081453816848935,49.03846153846153
36,38,1.0,55.10049298445203
36,43,1.0,55.36431440045898
36,44,6.102841870454422,42.45810055865922
36,45,1.0,55.20813351237292
36,47,1.0,55.28141865844256
37,20,4.935721507234829,43.39622641509434
37,39,1.0,55.03150658774108
37,43,1.0,55.13856812933026
37,43,7.367211484813833,-0.0
37,44,1.0,54.96242050491424
37,48,1.0,55.02420135527589
38,21,2.0425285288403208,50.97423004399748
38,26,2.416525133979553,51.524132091447925
38,28,6.083761176988344,53.383458646616546
38,31,2.8427370077116145,53.2312925170068
38,38,1.0,54.83685220729366
38,39,1.0,54.74129640315445
38,40,1.0,54.968165155315454
38,43,1.0,55.10955982160171
38,44,1.0,55.11154219204656
39,28,1.0,54.20152091254753
39,38,1.0,54.80489225393127
39,43,1.0,55.08888454776324
39,44,1.0,55.20140789988267
39,45,1.0,55.08524397413286
39,46,1.0,55.041192624558654
40,24,1.0,53.889728096676734
40,25,2.5095424634155092,52.31902904204595
40,40,3.2035497730570293,54.0893470790378
40,46,1.0,55.05507474429583
40,49,1.0,55.32293106853644
41,33,2.639651038974876,52.25095785440613
41,38,1.0,54.563220637092044
41,41,1.0,54.670329670329664
41,44,1.0,54.5900353079639
41,45,1.0,54.4846577498033
41,46,1.0,54.486422668240856
41,47,1.0,54.67455621301775
42,14,4.71140307064845,48.84488448844885
42,23,2.277406815129905,50.90579710144928
42,24,2.5176942275906953,52.03867171080285
42,32,6.467661400205593,50.0
42,41,1.0,54.69950738916256
42,42,1.0,54.681943895693394
42,49,1.0,54.7860696517413
43,19,3.990592402449593,49.56195244055069
43,20,3.0958475429438823,54.060756354618725
43,42,1.0,54.56716417910448
43,44,1.0,54.44889779559118
43,46,1.0,54.35784411941494
44,45,1.0,54.43798837908235
44,46,1.0,54.43241075010028
45,38,1.0,54.52366686638705
45,43,1.0,54.40080563947633
45,43,1.0370507304830128,54.671846248211
45,45,1.0,54.269526507486844
45,46,1.0,54.23248278655326
45,47,1.0,54.11859947379073
45,49,1.0,54.361054766734284
46,19,5.368688420092944,43.47826086956522
46,36,1.9503313975007495,50.31092685815813
46,39,1.0,54.21348314606742
46,40,1.0,54.269029399919454
46,41,1.0,54.26434923201293
46,42,1.0,54.42218174458612
46,43,1.0,54.46066504460665
46,45,1.0,54.14375890857259
46,46,1.0,54.07664084794129
46,47,1.0,54.056257643701585
46,49,1.0,54.10539215686274
47,20,2.6028300498869044,52.21017514595496
47,27,2.752087950736535,53.0621785881253
47,40,1.0,54.07212317666127
47,41,1.0,54.270028466856445
47,42,1.0,54.31947840260799
47,43,1.0,54.40816326530612
48,19,2.5176942275906953,51.8504090377873
48,25,1.0,53.28438182179004
48,33,2.9270052316236286,53.191489361702125
48,41,1.0,54.67919901920719
48,42,6.730354090221953,42.331288343558285
48,49,1.0,54.43664878250103
49,22,1.0,53.030001986886546
49,33,1.7235797141030282,51.868659903897495
49,38,1.0373152474524925,54.29695589148892
49,46,1.0,54.43221922358315
50,18,4.887176442458063,49.7737556561086
50,27,3.468025625091445,52.293577981651374
50,43,1.0,54.5265780730897
50,49,1.0,54.45960125918153
51,25,3.0631376364774434,53.59297860669226
51,25,3.0989546424987586,53.92433653303218
51,30,1.0,53.50071443151664
51,38,1.0,54.08310936530908
51,41,2.3348856448158424,50.4068047337278
51,49,1.0,54.06315789473685
52,32,1.475165698750375,54.06906544312968
52,32,7.904085995666427,-0.0
52,34,1.0,53.895300906842536
52,44,1.0,54.54735959765298
53,14,6.435148116416445,-0.0
53,38,3.115356258213121,53.100775193798455
53,38,3.68283441797207,52.217125382263
53,44,1.0,54.208542713567844
54,25,2.5176942275906953,51.37650252035672
54,28,3.259701748153731,53.2258064516129
54,31,1.770566938032117,52.75142314990512
54,34,7.2526447495811786,50.0
54,44,5.839268062086328,45.11873350923483
55,41,1.0,53.99320305862362
55,49,1.0,54.387096774193544
56,18,1.0,52.757694691179516
56,19,3.013896160092925,52.423788105947025
56,44,1.1019250828545624,53.58957366909654
57,20,4.264818899175985,50.61179087875417
57,28,2.814406687803017,52.930486142662424
57,35,3.1541774960595217,52.90570175438597
57,48,1.0,53.876392225376726
58,27,2.0425285288403208,51.383874849578824
58,27,6.185198267089888,46.98795180722892
58,42,1.0962213313175948,53.78601742238106
58,42,8.1277881596478,-0.0
58,49,1.0,53.64035087719298
59,10,1.0,51.43570536828964
59,19,4.385602634844012,50.41224970553593
59,25,3.468025625091445,54.24469413233458
59,49,1.0,53.786536758193094
60,14,5.53912928748601,50.378787878787875
60,20,2.048906781299017,51.67199767374237
61,42,1.992836487188018,51.321786690975394
61,43,1.0,53.82562277580071
61,44,1.0,53.835860838537016
61,44,2.3201680668386886,50.967741935483865
62,21,4.775263499668302,50.72886297376093
62,28,1.0,53.16567394661372
62,38,8.78511757656983,-0.0
62,41,1.0,53.72531418312387
62,45,1.6637267611757456,54.35868961687951
63,36,1.0,53.46422929361317
64,21,2.5182047857679004,50.61195104391649
64,37,7.250057220143652,45.06172839506173
64,39,2.9622502093287806,52.5841631104789
64,40,3.355219159790719,52.459016393442624
64,49,1.0,53.62318840579711
65,29,2.5176942275906953,50.74899525027402
65,31,4.635755287175272,50.16835016835017
65,34,1.0,53.4321550741163
65,39,1.0,53.56569594129786
65,39,3.5018849862316404,52.24159402241594
65,42,1.6657678029287113,54.43178660739094
66,39,2.163672388181775,51.45187601957586
67,20,3.884673378966874,51.2630014858841
67,26,5.368688420092944,52.473498233215544
67,37,1.878404577587451,53.376018626309666
68,32,7.288318435382383,46.57534246575342
68,36,2.183985480967916,50.7355344883949
69,24,2.9928599263410702,52.42047026279392
69,33,2.782325051744574,50.54393305439331
69,42,2.074275263570966,52.013845185651356
70,16,2.87914792765879,51.17235705470999
70,18,6.717560672367706,45.45454545454545
70,24,4.054764577278855,50.38880248833593
70,38,4.367416860894039,51.83823529411765
71,31,1.096908286058503,53.28661188980184
71,33,3.171121576351297,52.793155510820334
72,34,1.5707735833943905,53.56564019448946
72,43,2.5620630821555177,50.98709187547457
73,26,4.206167590276818,50.24390243902439
73,37,1.404358674086064,53.33159812597606
73,37,3.740092607601857,50.788436268068324
73,43,2.19385802416036,51.78335535006605
74,22,3.5929640134353775,52.79761904761905
74,25,4.277801602319448,50.124275062137535
74,31,3.7370254313298967,51.01772816808929
74,36,2.0836719059375053,52.34941658782718
74,47,6.363935229105395,49.417249417249415
75,16,9.14562598624666,-0.0
75,17,3.6544158696208497,52.18712029161604
75,34,1.0,53.161764705882355
75,35,4.466719069407172,51.77434030937216
75,40,2.6223487419247853,51.202482544608216
76,26,4.5696980005638475,50.85551330798479
76,45,1.0,53.45771144278607
77,22,2.6210921054685934,51.05762217359592
78,10,1.0,51.150106710931944
78,33,3.468025625091445,52.317141261864876
78,40,3.0232758431005475,51.93094048159927
79,29,6.493613559646091,51.533742331288344
79,31,2.0904531113692744,52.42138364779875
79,37,5.368688420092944,51.2396694214876
80,21,4.5696980005638475,52.10084033613446
81,41,5.728813533420497,49.11433172302738
82,24,2.330411497135114,50.953320184089414
82,29,2.6711885946017975,51.2406015037594
82,35,5.198416775500526,51.42517814726841
83,30,5.726305630131838,48.96193771626297
83,32,3.050015710641612,51.381461675579324
83,35,2.9982690525122773,51.22699386503068
84,22,2.995477794815243,51.4919011082694
84,24,2.4135322891218385,51.71601615074024
84,27,5.418817591898536,50.98039215686274
84,32,2.9638278053163702,51.17873981997428
84,42,8.715830595871628,35.294117647058826
85,18,4.279967824849296,51.23839009287926
85,45,2.8077264190928357,52.49690466364012
86,22,4.8264594544970745,51.73783515392254
87,17,1.225228261894832,50.642398286937905
87,23,4.890291303702121,52.45737211634904
87,42,3.9176518437767083,50.03340013360054
87,44,1.264701047430594,52.32722143864598
89,21,4.991795936212508,51.70212765957447
89,22,6.594432926505546,54.6031746031746
89,33,2.402128924826381,51.320754716981135
89,37,3.4719103186017763,50.94836670179136
90,35,1.0004993041543413,52.9271523178808
90,44,2.5891844860532376,52.29323308270677
90,44,3.1880704516362153,51.652502360717655
91,29,5.368688420092944,50.994152046783626
91,30,3.044993741618087,50.955690703735876
91,39,1.5933946315310483,53.2002348796242
91,40,1.760189539781564,53.722760290556906
91,42,1.040581539787011,52.82356119967576
91,44,1.919973101387491,52.69801199116441
92,23,3.37774422125297,51.157184185149475
93,43,1.902710574851588,52.48584015103839
95,22,3.468025625091445,51.40740740740741
95,22,3.843869014746321,50.720461095100866
95,43,1.0624486650351295,53.37423312883436
96,24,4.186212813846666,50.31141868512111
96,29,2.4236932211545046,51.13438045375218
96,36,3.468025625091445,51.830840639504906
96,37,1.443232800631546,52.38954012623985
97,32,1.8208969659614427,51.88940092165899
97,35,1.370869983036227,52.54843517138599
97,38,4.211149659365805,51.711840228245364
97,40,3.5784120132723176,51.23922413793104
97,43,1.4801391376469932,53.10136157337367
99,41,3.3198118442099633,51.953690303907386
100,39,2.4978089657992335,52.01760821716801
100,46,4.428497287318921,52.09486166007905
101,27,5.4722073018180275,51.990898748577926
102,17,8.46916761459904,-0.0
103,15,8.601647674076215,-0.0
103,22,2.0942274677792696,51.57593123209169
103,30,8.612585088158545,38.793103448275865
104,48,2.723708865085032,52.12339743589743
105,29,9.076403417337863,-0.0
105,34,6.095994736363177,49.702380952380956
106,34,7.116541297442771,53.53260869565217
107,35,3.297902427654133,51.87239944521498
108,32,3.4246857251256464,51.20076849183477
109,13,7.2759559140699945,45.94594594594595
109,25,5.902661095384973,49.275362318840585
109,40,4.357055008333159,49.825783972125436
111,31,3.3761001920790368,50.61032863849765
111,40,2.729009482702685,51.705213641709136
112,31,7.497434761484216,51.935483870967744
113,30,4.02207554206554,50.994152046783626
114,22,8.358267616644673,38.0
114,34,9.37714782021849,30.23255813953488
115,11,5.075547305363716,49.280575539568346
116,35,5.9599870415537985,51.85643564356436
117,25,3.281230539562116,51.47392290249433
118,24,4.07482896434844,50.93378607809848
118,42,3.7899097997474285,52.43362831858407
120,47,9.669767563471673,37.903225806451616
122,15,5.628726264876011,50.32967032967033
122,19,6.255570869287374,49.700598802395206
127,13,3.089540801783998,49.60760016522098
127,15,6.638436970214601,49.90757855822551
128,19,2.482307996607587,49.58044509303174
128,26,2.050125852936074,52.43651338366506
128,41,5.056702456540798,51.06382978723404
129,31,8.116063710480203,49.24812030075188
130,41,4.1004681146994155,51.933064050778995
131,18,1.0,50.66120906801007
132,12,8.1080982053356,49.32432432432432
132,25,3.8143130281490465,50.05192107995846
134,16,8.010401363689786,47.56756756756757
136,16,8.229912513755494,49.390243902439025
137,44,9.851562088714008,40.909090909090914
138,28,7.584185015991885,47.98994974874372
