ema_period,atr_period,multiplier,0
138,33,5.213265265606547,49.95773457311919
143,36,6.254479269582073,50.65710872162485
145,33,3.2181344964482714,50.36068530207394
146,12,3.8319239255882227,48.14634146341463
147,13,6.552981955439068,47.39069111424541
149,21,1.0,50.6193505189153
153,29,9.755530051236255,43.87755102040816
154,18,9.040600058073249,42.016806722689076
155,11,7.051274665360051,48.01381692573403
158,18,5.678109647247739,49.24444444444445
159,14,6.323923127247363,49.54648526077097
159,42,4.752962838251022,50.900600400266846
160,14,6.100091778020069,49.53846153846154
162,10,6.1873017371853205,47.48427672955975
162,16,4.455099637327457,49.14772727272727
163,48,5.694694016433774,49.390243902439025
165,35,1.989890716528452,52.09603658536586
167,45,7.147196129625092,50.14705882352941
168,12,4.641350927954262,48.888888888888886
170,30,5.85191675908776,49.52048823016565
172,14,6.310257645400446,47.63860369609856
174,17,9.66133175251706,42.5
175,26,7.41959007697873,49.43273905996758
175,32,2.9742242222465265,50.53908355795148
175,41,1.105390898757433,53.08924485125858
175,44,6.682453466596457,50.95923261390888
175,45,5.127137170140771,50.59985885673959
178,22,1.0012967007623546,52.39543726235741
178,31,2.541055215329943,51.09243697478991
179,45,3.3891846513651434,51.539225422045675
181,43,3.34435359773851,52.035311427170186
184,36,9.191664723204845,49.34210526315789
188,42,1.162180167849637,52.64602116816934
188,43,3.355471221453101,52.450980392156865
189,27,2.1510825725810463,51.537822111388195
190,48,3.2967231954068454,52.0
191,24,8.50187816059067,47.91666666666667
192,23,1.9631551941962602,52.25152129817444
193,15,3.131882365331471,50.70808588396528
194,42,2.246928911786431,52.08243881494204
198,35,9.318217891009704,47.94952681388013
199,39,7.024587940541358,53.16301703163017
201,32,4.889833503139949,50.21565003080715
201,38,3.4998040227193767,50.81799591002045
