ema_period,atr_period,multiplier,0
5,62,1.0,48.88033589923023
6,19,2.398186488198907,48.888888888888886
6,42,1.0,48.86916690523905
6,43,1.0,48.86657101865136
7,82,1.0,49.50469900939802
8,50,4.211539747221347,-0.0
8,69,1.0,50.24243823597322
9,21,1.0,50.926491549582565
9,43,1.9117315372585073,49.80605120248254
9,99,1.0,50.23996509598604
10,16,4.697162726086196,-0.0
10,18,3.6112284921037117,43.54838709677419
11,19,4.408438114202292,-0.0
11,48,1.0,51.57587548638133
12,47,1.0,51.88026192703461
12,50,1.5090064490342265,50.28490028490028
12,76,1.5597175313301883,50.115295926210614
12,77,1.0,51.578947368421055
13,12,2.568281222567062,48.97260273972603
13,79,1.0,52.25733634311512
14,36,1.0,52.674604585036434
14,38,4.3271784833653175,42.30769230769231
14,79,1.0,52.69394556563599
15,21,1.0,53.15270112058873
15,54,1.0,52.740953063418125
16,30,1.0,53.42163355408388
16,84,2.4378280419892797,48.644578313253014
17,32,4.260658766024777,47.21030042918455
17,81,1.0,52.64106724355507
18,16,3.146273817509,48.21763602251407
18,40,1.0,53.285173718610245
18,56,1.0,52.76993648553282
18,90,1.6736824961118033,50.08523695874531
18,99,1.0,52.99036538811125
19,29,1.0,53.46251053074978
19,56,1.0,52.82286520818631
20,37,1.0826324091860269,53.41365461847389
20,56,3.359935000637136,46.87100893997446
21,42,1.0,53.67685589519651
21,70,1.0,53.54330708661418
22,47,3.533325967784549,46.796657381615596
22,64,1.0,53.64368845120859
23,28,2.013267395105419,50.884781753834055
23,73,1.0,53.677932405566594
23,74,2.3839357824730003,51.62513542795233
23,94,4.235987829976216,44.70588235294118
24,41,1.0,54.02258292166549
24,43,1.0,54.14754677020825
25,34,1.0,54.20593368237348
25,56,1.0,53.76344086021505
25,69,1.0,53.590256317033266
26,19,1.0,53.89751293607077
26,44,1.0,54.47747908136016
26,77,1.0,53.90682318415261
27,37,1.0,54.271534916696204
28,54,1.0,54.5836376917458
28,73,1.0,54.164347987386385
28,79,1.0,54.07573213952621
29,21,2.1398633374039626,51.874290041650895
29,46,1.0,54.7788093937739
29,59,1.0,54.91682070240296
29,62,1.0,54.87872616182189
29,72,1.0,54.519985057900634
30,26,1.0,54.795972443031275
30,32,1.0,54.69336670838548
30,53,1.0,54.88053343211706
30,80,1.8489147376426924,50.13245033112583
31,36,1.0,54.75583090379009
31,56,1.0,54.81758652946679
31,57,1.0,54.737827715355806
31,63,1.0,54.73011096482979
32,17,1.9990587784892442,51.67202572347267
32,34,1.0,55.104640582347585
32,43,1.0,55.01576117188949
32,55,1.0,54.92772667542707
32,58,1.0,54.90122295390405
32,70,1.0,54.98667681766274
33,19,4.751763585366164,45.94594594594595
33,41,1.0,54.935861684327946
33,50,1.0,55.18796992481203
33,55,1.0,55.17958412098298
33,62,1.0,55.13503233168505
33,66,1.0,55.08490746040832
34,12,1.4896510670080172,52.27272727272727
34,52,1.0,55.1338014803568
34,53,1.0,55.22218002278769
34,59,1.0,55.18030910131654
34,60,1.0,55.2455570418498
34,89,2.625698491891667,51.89941144997324
35,23,1.0,54.55858458205453
35,47,1.0,55.29839326702371
35,51,1.0,55.35268114549299
35,52,1.0,55.440215301806994
35,72,1.0,55.334890965732086
35,98,1.0,55.43435144783816
36,41,1.0,55.29568359003613
36,44,1.065982630250542,54.98620417816319
36,48,1.0,55.127216653816504
36,49,1.0,55.149758454106276
36,51,1.0,55.27131782945737
36,53,1.0,55.3290623179965
36,56,1.0,55.39540319439033
36,57,1.0,55.26777020447906
36,58,2.485397886567312,51.75688509021842
36,83,1.0,55.35150078988942
37,33,2.7100455747401466,53.516657852987834
37,37,1.0,54.97142857142857
37,47,1.0,55.01930501930502
37,49,1.0,54.96020190254319
37,51,1.0,54.94655004859087
37,54,1.0,55.189972581276926
37,60,1.0,55.24503050580595
37,60,1.3507773056060086,52.5462434345741
37,61,1.0,55.07874015748031
37,65,1.0,55.18533123028391
38,43,1.0,55.10955982160171
38,63,1.0,55.296229802513466
38,68,1.0,55.41783286685325
39,46,1.0,55.041192624558654
39,49,1.0413162045930133,55.260510963588814
39,59,1.0,55.236957387495025
39,62,1.6052727875181159,51.26664925568033
39,72,1.0,55.32212885154062
39,75,3.1662331263505736,54.82758620689655
40,12,1.0,52.34204793028322
40,37,1.0,54.57548086263843
40,45,1.0,55.10404397330192
40,45,4.480396748301938,47.66355140186916
40,49,1.0,55.32293106853644
40,57,1.0,55.36283891547049
41,24,1.4756531689020624,53.24318129727252
41,45,1.0,54.4846577498033
41,54,1.0,55.09351372861122
41,57,1.0,55.15042837218569
41,77,1.0,54.97467071935157
42,39,2.0272643758130755,50.52531041069723
42,42,1.341939869846213,54.13533834586466
42,52,1.0,55.00699580251849
42,59,1.0,55.032336297493934
42,84,4.137139159206027,48.57142857142857
43,10,1.0,51.76211453744494
43,32,1.2102734110102615,54.93226079593565
43,40,1.0,54.46783161239078
43,52,1.0,54.80477442848473
43,57,1.0,55.012175324675326
43,59,1.0,55.06006923233557
43,63,1.0,55.00918179963272
43,73,1.0,54.83937397034596
44,29,1.0,54.06091370558376
44,33,1.337521151966315,54.31302801244998
44,45,1.1072988348435553,55.031315240083515
44,50,1.0,54.7696038803557
44,56,1.0,54.83673469387755
44,71,1.0,54.961673917547124
45,55,1.0,54.59946732227002
45,68,1.0,54.88612836438923
45,71,1.0,54.87019730010384
46,16,1.0,52.335907335907336
46,28,1.0,53.396524486571884
46,39,1.3267568459739336,54.373144553551036
46,47,1.0,54.056257643701585
46,48,1.0,54.142857142857146
46,54,1.3296021694784708,54.74401127289808
46,56,1.24246305534969,54.603318936121845
46,57,1.3441514896291804,54.57771469127041
46,63,3.318861808256471,53.11430527036276
46,66,1.0,54.68296726067137
46,82,4.295181446347705,48.86621315192744
46,96,2.5314132998297465,50.51133837261005
47,38,2.0463703760934058,50.17149984409105
47,46,1.0,54.00696864111498
47,50,1.0,54.09802306425041
47,55,1.0206581022965067,54.19261104192611
47,87,2.4552814843573723,50.21367521367522
48,18,1.3304643898333275,53.034188034188034
48,48,2.078522552025635,50.67829457364341
48,68,1.3164266932584856,54.31980906921241
49,68,1.0,54.90986214209968
49,75,1.63313681230981,52.78688524590164
50,47,1.3464720119433848,54.4742463802516
50,52,1.1603716722904098,54.471004869411246
50,57,2.4651149609433736,50.86136177194421
50,64,1.0,54.62923274753536
50,70,1.7142366687759665,52.53999438675274
51,46,1.8187757335430712,51.01982189026142
51,63,1.2442552007547572,54.4014904517932
51,72,1.5769655812517644,53.268239761323564
52,27,1.0,53.38100102145046
52,35,1.0,54.059078702747364
52,39,2.4521685559834037,51.17004680187207
52,49,1.0,54.30379746835443
52,56,1.430335189069703,54.24189957952016
52,66,2.103779524302633,50.877192982456144
53,73,1.0,54.603383871676556
54,47,2.1821842955614095,50.98695215791235
55,35,1.4075912496495597,53.9454806312769
55,81,1.0,54.78628673196795
56,58,1.4044297298564734,54.158366533864545
57,29,1.0,53.34465916330431
57,33,1.4578655437160515,53.88563049853372
57,67,1.0,54.520978236481945
58,10,1.0,51.67493796526055
58,36,1.0302887992849539,53.546562228024364
58,47,1.0,53.51126668125137
58,57,1.0,54.13416536661466
58,62,1.0,54.29083576069908
59,25,3.870975421772148,50.57565789473685
59,62,1.0033188629184258,54.394618834080724
59,64,1.228529861247432,54.45568400770713
60,48,1.0,53.971078976640705
60,48,1.1899312440295822,53.60896986685354
60,57,1.0318820048971171,54.08875872944356
60,70,3.5242829791068795,50.59760956175299
60,72,1.136365607729536,54.41454202077431
61,51,1.9183701046373178,52.18049666868565
61,93,1.0,53.97528561436232
63,11,4.746435554925049,52.1103896103896
63,34,1.2360170550519383,53.40056285178236
63,45,1.538832865331777,54.27440633245383
63,47,1.5513958592237453,54.692900824248866
63,47,1.629680378144644,54.24052358876465
63,65,1.0,54.3418013856813
63,73,1.4032492123780242,54.25559947299078
64,18,1.8485926816251381,52.73469387755102
64,47,1.6710393613549241,54.54545454545454
64,78,1.0,53.58570420879379
65,12,1.1845875599421152,51.07150913602526
65,37,2.4967007994391808,50.80134178158777
65,38,1.9901666168225423,52.36930602262305
65,44,1.1111577573720108,53.49871284811608
65,50,1.8937668454940637,52.727817745803364
66,22,1.4007991059954203,51.83016105417276
66,57,1.5183415694630114,54.137180185084375
66,58,1.517626615502504,54.07830342577488
66,68,2.118265746308782,51.8092661481231
67,41,2.0728386324027372,51.58854985844605
67,48,2.693001057270731,51.170431211498965
68,46,1.2102734110102615,53.48666503547834
68,49,1.3087199087530437,53.789792824658925
68,51,2.258859695698567,51.633078526754694
68,52,1.7330812222688787,54.46350683338179
69,20,3.800940074839722,51.96353436185134
69,38,1.8424673201134212,53.673469387755105
69,41,1.2080640520703128,53.26007326007326
69,66,1.8354315546665374,53.29687025220298
70,42,1.920440058818706,53.63800360793747
70,47,1.2620586693765237,53.170608958228485
70,61,1.3440809180273208,53.60020795425007
70,93,1.8217651121268748,53.10945273631841
71,49,1.8368935204366215,53.776435045317214
71,50,1.8673923196532927,53.94417475728155
71,54,1.4164877618401392,53.585710477206085
72,10,1.0,51.829689298043725
72,10,1.0684166699721847,51.208740120874005
72,63,1.4528213442751103,54.330708661417326
73,66,4.804926656977305,50.05370569280344
74,40,1.8997932785363838,53.55725190839694
74,50,3.994187925758025,50.0
74,70,1.2435618832220663,52.77924827951297
75,32,1.9352499147641042,53.70982276960048
75,46,1.4626153557309145,53.87919463087248
75,74,1.634334608021956,53.65853658536586
76,10,3.644117719222203,49.09090909090909
76,26,1.0,52.214111922141115
76,36,1.583707557139935,53.645833333333336
76,38,1.786903784412861,53.56721698113207
76,57,1.2386773776072726,52.93025722619995
77,33,1.5094289349709997,52.8352593388874
77,37,3.1263734912912327,51.89812590100913
77,81,2.498388712684842,51.951600312256055
78,31,1.524714629607636,52.450188476036615
78,39,1.2360170550519383,52.26855494361396
78,42,1.61653185758417,54.30167597765363
78,46,2.1175872719724183,52.879581151832454
78,48,1.142056704953951,52.48062015503876
79,34,1.8532740839291517,53.81622268781802
79,41,1.2817137181668592,52.559999999999995
79,67,1.6907324581213379,53.74848851269649
80,58,1.8110226262309075,53.798061894341984
80,67,1.7868983586665461,53.43367826904986
81,40,2.510392992572183,51.62705667276051
82,47,1.8032034643545485,53.575794621026894
83,37,1.502587145711316,52.66387726638773
83,44,1.4871292298308156,52.73953357684743
83,64,1.378364081638281,52.859174964438125
84,32,1.6078754327137819,53.39290700921531
84,43,2.226381354465548,52.503382949932345
84,55,2.4239885732562128,52.629656683710735
84,71,1.4827914420351158,53.372093023255815
85,29,4.070151257444839,51.93798449612403
85,44,2.5645867833192133,52.311161217587376
85,46,2.371763441758431,50.69222577209798
85,52,1.0874608040371536,53.09498399146211
86,56,1.3132190171893607,53.141882286039234
86,56,2.092885052739198,52.562373567093736
88,15,2.0585209026489775,50.7729615034859
88,60,2.514820832704403,52.79907975460123
88,64,2.0503103858923057,53.19580656070342
89,40,1.8545939333429886,52.76832663161151
89,64,2.303445178800898,52.122302158273385
90,35,1.1277490883701744,51.69883120413156
92,13,1.078660489367299,50.7101525512888
92,63,2.4281267504063377,52.35250186706497
92,66,1.0,52.71635271635272
92,72,1.316877292515752,52.83907031479848
93,60,1.2767653737700972,52.899824253075565
93,64,1.734469507898527,52.931854199683045
94,45,1.756225482124227,53.11821284517531
95,66,2.206386111709678,52.818886539816766
96,43,2.097253908425726,53.11562812395868
96,75,1.593495653348452,54.20062695924764
97,31,1.0,52.57080010998075
97,34,1.5315036859157702,52.21689634511684
97,41,2.5693283295534246,51.78907721280602
97,58,1.760298103515491,52.86357786357786
97,80,1.0086191393343227,52.901023890784984
98,50,1.8532740839291515,53.00261096605744
99,46,1.0544054957267033,53.15699658703071
99,66,1.5873480702237002,53.68814192343604
100,44,1.0,53.19932049830125
101,50,3.3850216435272777,51.76233635448136
101,66,1.082798069465356,53.51780983220489
101,83,2.1232960103024903,52.01555869872701
101,89,1.3541436336237616,54.20560747663551
102,65,1.701144573305585,53.34626576139671
103,10,1.0,50.77864293659622
105,85,1.7982011187210378,52.987637362637365
106,96,2.0472445633851866,52.03426124197003
107,40,2.431983741368963,51.42547816672681
108,25,1.495525702676558,53.1602002503129
109,33,2.7426998030627985,51.58512720156556
109,35,1.6754968396167527,52.969348659003835
109,52,1.0,51.71102661596958
109,53,1.0,51.78571428571429
111,18,3.571478317831974,50.88137208194379
113,15,4.88695557762821,49.66832504145937
113,34,2.217015915981197,51.75740868366644
114,57,1.9438030598969378,53.216374269005854
114,87,3.9041537771037462,50.859950859950864
118,18,3.786178845949293,49.874937468734366
118,40,4.269278480695921,49.9031633311814
120,52,2.903823494194848,51.85818026484409
121,94,2.0708474661200587,53.283302063789876
123,10,1.059569262094679,50.07587253414264
124,77,1.8935835699311903,53.411932833154694
124,80,3.1696289213946254,51.28326996197718
125,23,1.6805704967756963,52.33957219251337
126,17,3.1879009152072135,50.147741663149006
126,21,3.3903973471774638,50.84590763603109
127,58,2.2841815914115173,52.013808975834294
128,25,2.8159187628800155,49.2845786963434
129,24,2.227219281638171,51.472650771388494
131,16,4.228529378395138,48.53438556933484
135,76,1.9976004050257272,53.92047565960609
136,42,1.0,51.59401431359791
137,83,1.6325340514566296,52.39628040057225
138,30,4.426913310688352,50.893407270486755
139,20,2.2014193738177434,51.09929078014185
139,47,2.1355827886198253,52.47964470762398
140,21,3.043601536811103,50.36278275714895
140,65,1.6198489133512093,52.32558139534884
140,79,1.9826174864402835,52.873134328358205
143,25,4.1849317163625965,49.0481522956327
143,92,4.132263118515007,51.6209476309227
146,27,2.01654829396975,51.35427952329361
147,17,2.601142956240969,50.45115731659474
147,37,1.368923502858516,52.15727209464161
148,76,2.793843085905747,51.9349164467898
149,59,3.1062385493427436,51.20839033287734
149,93,3.043587446062364,52.223273415326396
151,14,1.7316149684247908,50.88943146145797
152,44,4.774578099516664,50.683994528043776
154,74,3.5495612669327015,51.38381201044386
157,26,2.2650822914146267,50.70908394020698
159,10,1.7978234198318799,49.16041443372633
160,62,4.698120779631473,53.4805890227577
162,43,1.2271370872544765,52.734516479536396
162,91,2.25381698810659,51.332513325133256
163,39,4.562491289593294,51.39771283354511
169,54,1.8134347267934918,52.51989389920424
172,83,4.385067683381448,52.05920205920206
176,10,1.3317663969735503,50.63670411985019
176,20,3.2193939209890443,50.78053259871441
182,67,4.70886769094529,51.621621621621614
182,93,1.8229353255034981,53.53455123113582
183,18,2.0916450048658284,51.32211538461539
183,39,2.963929502001171,51.713111009593426
185,82,2.9074288938669293,53.16515944788196
187,24,2.3791625151254405,50.99618482407799
187,74,1.7187640399959245,52.62525050100201
188,80,4.133003755620489,52.63781861292235
192,97,3.588351611846303,51.65081141578064
193,24,3.84958570278564,49.74849094567404
196,30,3.9299362772540323,49.27760577915377
196,67,2.9745061639754775,51.6728624535316
199,90,2.5253522002664957,53.13516024152346
200,35,1.1412919303228646,52.151186168073984
201,76,2.649320958151041,51.12254443405051
201,93,2.6499135783048415,51.637764932562625
