ema_period,atr_period,multiplier,Win Rate [%]
128,15,10.53355197584975,83.33333333333334
128,16,10.641865199210237,80.0
128,17,10.678583307100688,66.66666666666666
129,14,10.662221970997631,62.5
129,14,10.690000000000005,71.42857142857143
129,15,10.565487650642233,71.42857142857143
129,15,10.580114457329948,83.33333333333334
129,15,10.618849905918061,100.0
129,15,10.627469035366776,100.0
129,15,10.690000000000005,100.0
129,16,10.577275095106064,71.42857142857143
129,16,10.6111252527908,71.42857142857143
130,12,10.561983381985513,71.42857142857143
130,15,10.65271274819322,83.33333333333334
130,16,10.604353978762315,83.33333333333334
130,16,10.618435636053828,83.33333333333334
130,17,10.690000000000005,66.66666666666666
131,12,10.489139562733714,68.75
131,13,10.395989401799879,76.92307692307693
131,13,10.657316299330759,50.0
131,14,10.631253027078408,40.0
131,15,10.57193551856243,44.44444444444444
131,15,10.629592274741213,55.55555555555556
131,15,10.64765154901876,62.5
131,16,10.599508795667603,71.42857142857143
131,16,10.618840627962165,71.42857142857143
131,17,10.690000000000005,66.66666666666666
132,13,10.564773085960944,61.53846153846154
132,15,10.638876858310383,44.44444444444444
132,16,10.52064675021413,55.55555555555556
132,17,10.684862834874217,83.33333333333334
133,13,10.654614526300422,46.15384615384615
133,14,10.631489531978868,54.54545454545454
133,15,10.690000000000005,44.44444444444444
133,16,10.492259346990853,45.45454545454545
133,16,10.532117905131674,45.45454545454545
133,16,10.690000000000005,71.42857142857143
133,17,10.503139094017207,50.0
133,17,10.604353978762315,62.5
133,17,10.690000000000005,71.42857142857143
134,13,10.408244002143476,85.71428571428571
134,14,10.344458026032246,64.28571428571429
134,14,10.492174968470636,60.0
134,14,10.501984716628115,63.63636363636363
134,14,10.521226633724723,63.63636363636363
134,14,10.535277030117761,58.333333333333336
134,14,10.660110986898436,46.15384615384615
134,15,10.54215644108367,33.33333333333333
134,15,10.548557900774462,33.33333333333333
134,15,10.567942568514141,33.33333333333333
134,15,10.580217714958927,33.33333333333333
134,17,10.60417452218095,62.5
135,15,10.515924917478415,46.15384615384615
135,16,10.464215985202761,50.0
135,16,10.602980966066518,45.45454545454545
135,16,10.620993375606535,45.45454545454545
135,17,10.613321532682175,62.5
135,17,10.690000000000005,71.42857142857143
136,15,10.549802933214139,46.15384615384615
136,17,10.657265982295112,62.5
136,17,10.690000000000005,62.5
137,15,10.681754530287225,33.33333333333333
137,17,10.690000000000005,71.42857142857143
138,13,10.57195170681084,78.57142857142857
138,16,10.366955030284595,53.84615384615385
139,13,10.605577862827653,78.57142857142857
140,13,10.59861419222987,71.42857142857143
140,13,10.633720757931883,71.42857142857143
140,16,10.532672386605789,46.666666666666664
141,15,10.567930940799863,53.333333333333336
141,16,10.435856936319407,53.333333333333336
143,15,10.354734563479141,60.0
143,15,10.401167571488278,60.0
143,15,10.553165743222237,64.70588235294117
143,15,10.556443144416182,64.70588235294117
144,15,10.45754384970216,60.0
144,16,10.611246057103966,53.333333333333336
145,15,10.403735734441783,60.0
145,16,10.497529466403568,62.5
146,13,10.392388065837192,57.692307692307686
146,13,10.567971815683725,65.0
146,15,10.676890316533227,62.5
148,15,10.381842371745524,52.17391304347826
148,17,10.648982320185384,50.0
150,13,10.513095169301327,51.61290322580645
151,16,10.575775564098151,68.18181818181817
151,17,10.515693052941506,60.0
152,16,10.532695117134983,57.14285714285714
153,15,10.62781923051795,52.38095238095239
153,17,10.687320993821869,47.61904761904761
154,16,10.435881912382253,48.148148148148145
155,14,10.436875359097943,51.42857142857142
156,12,10.678711159986436,50.0
156,14,10.591828820909297,48.275862068965516
156,14,10.667091304668048,59.25925925925925
157,12,10.626094999817168,55.00000000000001
157,14,10.654938102975407,50.0
157,16,10.56924532262693,48.148148148148145
160,12,10.389226828417215,54.0
160,13,10.45299502889843,50.0
160,13,10.50565978878308,53.48837209302325
161,13,10.364702458023523,52.27272727272727
161,13,10.554121458132283,54.761904761904766
161,14,10.59713691934539,51.515151515151516
161,17,10.521928221661364,50.0
162,13,10.626686262068322,57.89473684210527
162,14,10.424077330542968,52.38095238095239
162,14,10.62034837826831,54.54545454545454
164,13,10.351029016432957,52.17391304347826
165,13,10.508772369882275,51.11111111111111
165,14,10.615361899723295,56.41025641025641
165,15,10.498506719518467,52.5
165,15,10.671143976348228,53.125
166,16,10.353450995321538,47.82608695652174
168,12,10.361348807786763,46.2962962962963
169,16,10.530608647658646,50.0
170,16,10.575639671508691,50.0
171,14,10.583072153318254,50.0
