ema_period,atr_period,multiplier,Win Rate [%]
13,16,6.326723815730697,-0.0
15,15,6.665677380121798,-0.0
15,15,12.761264693082827,-0.0
17,13,9.538108227276966,-0.0
19,19,9.549011964941933,-0.0
19,21,6.926515267331689,0.0
27,12,16.556384594116995,-0.0
29,11,12.711680337041235,-0.0
29,16,12.945778548409578,-0.0
29,22,7.498587525853856,14.285714285714285
34,17,11.254795598034125,-0.0
36,15,13.654499698855803,-0.0
37,14,6.399758602236103,30.76923076923077
42,17,3.247111872856726,52.78174037089871
43,17,3.560381174124561,51.542649727767696
43,24,14.986474236039697,-0.0
44,19,4.8915762353955206,49.333333333333336
45,18,8.315439839386878,0.0
49,21,3.5350997789658942,51.289833080424884
49,24,5.259199061513639,49.184782608695656
54,13,4.267494900848832,52.78137128072446
55,12,8.590940923122368,-0.0
56,23,17.527582400109136,-0.0
58,11,5.069043075537747,50.68493150684932
62,10,8.874067811821991,-0.0
63,16,12.178346394388267,-0.0
65,21,16.895967434347376,-0.0
66,24,18.508952427105903,-0.0
67,16,17.22752091774034,-0.0
67,19,8.288350826180205,26.666666666666668
67,19,15.780011160424467,-0.0
68,17,1.4298259613666273,51.19193905136397
69,24,6.799037215793736,50.90909090909091
72,18,6.378599649720033,47.783251231527096
73,11,16.586273507175676,-0.0
76,11,11.11510644300257,-0.0
76,11,17.767099271068126,-0.0
78,10,3.8830751408242907,48.63606121091151
78,11,12.238528488527951,-0.0
78,12,10.009116770097517,-0.0
78,12,10.09264618158151,-0.0
78,12,10.644898462566431,-0.0
78,12,10.810404674133187,-0.0
78,12,10.90121068242794,-0.0
78,12,11.374178908505876,-0.0
78,12,12.170654835198246,-0.0
78,23,4.616183729967499,52.1780303030303
79,16,14.592058623938524,-0.0
79,19,7.292565080491906,44.230769230769226
80,12,15.277411402634772,-0.0
82,10,18.229532791382535,-0.0
83,22,9.422690842437714,35.714285714285715
84,14,7.05561365966358,39.285714285714285
84,20,3.6044598925484435,50.726256983240226
85,17,13.806236875677872,-0.0
85,17,14.617338064199124,-0.0
85,17,14.694494512152108,-0.0
85,21,7.505286961818954,43.80952380952381
86,10,12.283544994598842,-0.0
87,10,10.989649865086617,-0.0
91,12,5.889693826691665,50.96359743040685
92,12,7.461063182538895,50.0
93,12,12.016432437426252,-0.0
93,12,18.381431733508553,-0.0
93,13,14.429053463986424,-0.0
93,17,13.013076114408474,-0.0
93,17,15.311515060516639,-0.0
93,18,10.593625375440629,-0.0
93,18,11.667193228690172,-0.0
93,19,12.009745632515436,-0.0
94,10,11.718448702165484,-0.0
95,14,8.97475047732269,75.0
95,14,9.06611452769966,80.0
95,17,13.393126434574427,-0.0
96,10,13.381075832695567,-0.0
96,13,12.60698628039511,-0.0
96,15,5.336041053083628,51.31744040150564
96,18,3.3128684555181462,51.352569882777274
96,18,6.086362131729538,50.69033530571993
97,10,11.658270458593941,-0.0
97,10,11.724904242057715,-0.0
97,12,10.845158786634535,100.0
97,12,17.969838275442516,-0.0
97,13,10.763702138317681,100.0
97,18,14.233256025878774,-0.0
98,12,11.95575950978897,-0.0
98,14,12.540141451861674,-0.0
98,15,9.180963330255086,50.0
98,15,11.019465934247219,-0.0
98,21,4.152774493307594,49.89816700610998
99,14,12.547633381007314,-0.0
99,15,10.946009516060547,100.0
100,12,9.369272813658446,66.66666666666666
100,16,9.543664915501987,75.0
101,18,12.27621721802119,-0.0
102,11,7.900974785295425,43.58974358974359
102,17,9.019194940900253,57.14285714285714
102,18,9.685803124656518,42.857142857142854
102,19,14.72665666121415,-0.0
103,13,9.764274500431542,75.0
103,15,11.216793179722625,100.0
104,10,14.956103044006577,-0.0
104,15,16.935327717238657,-0.0
105,12,17.777152592225637,-0.0
106,18,11.121519532154087,100.0
107,10,15.71871833292973,-0.0
107,15,8.357202451084442,42.22222222222222
110,11,3.839957133259301,49.054675523760864
110,18,10.28116832531156,66.66666666666666
110,22,10.866646652908585,100.0
111,10,7.942376080429642,47.16981132075472
111,10,17.428452598338737,-0.0
111,15,10.118609750442753,75.0
112,12,19.1517430137323,-0.0
112,16,2.6073107686596133,49.744897959183675
112,16,16.386420339324463,-0.0
113,11,11.639142241371273,100.0
113,16,9.198005988255284,40.909090909090914
113,16,16.41699799817662,-0.0
113,17,2.7020994012474593,50.41572184429327
113,17,9.437186767914001,46.666666666666664
113,17,11.4475750272545,100.0
114,16,10.706227280448575,100.0
115,10,20.0,-0.0
116,11,11.74861082184056,100.0
116,13,10.08157206691306,62.5
116,15,18.62682303088962,-0.0
116,25,6.203451753859559,48.83040935672515
117,11,20.0,-0.0
118,14,11.52214837855429,100.0
118,19,10.12887756056941,54.54545454545454
119,14,11.572460553884534,100.0
120,10,12.223474758152587,100.0
120,14,9.715513420899427,64.28571428571429
120,14,12.019322585817413,100.0
120,15,8.933271107860694,44.44444444444444
120,15,10.005618623385839,66.66666666666666
120,19,6.2042987742360145,50.22222222222222
122,10,19.991474037173578,-0.0
122,12,10.707223024860436,80.0
122,14,11.137136370218704,66.66666666666666
122,15,3.863386634015419,49.467275494672755
122,15,11.920778175502768,100.0
123,13,9.289058974297882,37.93103448275862
123,17,9.124377298480074,38.88888888888889
123,19,19.413296767714705,-0.0
124,11,10.733432084568122,40.0
124,12,10.995924300962635,100.0
124,14,7.226445352588964,46.688741721854306
124,14,8.812466841444998,50.0
124,14,20.0,-0.0
125,13,9.89584733318189,71.42857142857143
125,14,11.635526090745225,100.0
126,14,1.5099204968161735,51.52709359605912
127,11,16.46166052017259,-0.0
127,13,12.016136981811504,100.0
127,15,8.697122497346648,46.34146341463415
127,16,15.674945559476987,-0.0
128,10,18.36905790727487,-0.0
128,12,12.365218741166156,100.0
128,12,12.755870413597345,100.0
128,13,8.303080348031648,50.476190476190474
128,14,9.2981177895897,45.94594594594595
128,17,9.724701537144297,45.0
129,11,12.45334513146457,100.0
129,11,12.585268591090928,-0.0
129,11,14.925697825178153,-0.0
129,11,15.882397714279973,-0.0
129,11,16.05711941026286,-0.0
129,12,11.954361873949209,100.0
129,12,12.651230320904107,100.0
129,13,12.991903300774105,-0.0
129,14,12.126771472366027,100.0
129,16,10.051217813557406,35.294117647058826
130,10,12.364648377484162,66.66666666666666
130,10,13.02536829094047,100.0
130,17,14.786424065266766,-0.0
131,10,20.0,-0.0
131,17,13.422957305431185,-0.0
132,10,20.0,-0.0
133,10,17.58402479100084,-0.0
133,10,19.05270372728141,-0.0
133,14,12.766165507560098,100.0
134,10,11.63415247480517,62.5
134,15,3.3615378540380236,50.17667844522968
135,11,11.388380213794365,71.42857142857143
135,12,8.578772507062608,50.505050505050505
135,13,11.295700009274983,100.0
135,17,9.948643835376043,47.82608695652174
135,18,14.72856272859613,-0.0
136,10,17.964111106909005,-0.0
136,13,9.763055067775083,50.0
136,14,14.200331365363207,-0.0
137,14,11.577026441351627,66.66666666666666
137,16,17.8282741125163,-0.0
138,10,14.484753591782333,-0.0
138,10,15.577373990155525,-0.0
138,12,5.4590016186254156,49.908424908424905
138,13,10.163676587467027,57.14285714285714
138,16,9.137435770426688,50.0
138,18,13.02541785845054,100.0
139,13,11.795793998637237,66.66666666666666
139,15,10.150613302902283,57.14285714285714
139,17,9.150840260392528,44.303797468354425
139,22,5.5458914639125325,48.670944087992666
139,24,12.51916670556836,100.0
140,13,11.283980091399847,71.42857142857143
140,16,11.018543720171527,75.0
140,17,14.357621830128535,-0.0
141,12,9.029884969488586,45.0
141,13,19.670109998847554,-0.0
141,18,8.959298994937454,48.54368932038835
141,18,13.053136000311984,100.0
142,13,10.924673789925167,76.92307692307693
143,10,13.914249422267252,100.0
143,13,10.939962619351245,76.92307692307693
143,14,8.237401572320833,46.44808743169399
143,16,5.168327866773902,48.2571649883811
143,22,19.65565169210406,-0.0
144,12,2.2229640284916163,50.321658327376696
144,22,3.875584049063587,50.33146353901071
145,12,13.015450765607534,100.0
145,12,13.048767657339422,100.0
145,25,17.616416694468853,-0.0
146,10,13.717160601637957,100.0
146,15,10.244596492900657,50.0
147,11,12.869686667923267,66.66666666666666
147,12,13.01867853555365,100.0
147,13,10.315818291127854,54.54545454545454
147,16,11.655121267010188,50.0
147,21,3.4478025462290556,50.568957669549384
148,11,9.392685311592423,45.07042253521127
148,23,12.524496342076432,50.0
149,11,17.509059860063363,-0.0
149,13,20.0,-0.0
149,15,9.101320617167083,44.44444444444444
149,18,12.239192950021145,100.0
150,11,16.13625646172716,-0.0
150,13,13.383077954093084,100.0
151,12,12.436609571726262,40.0
151,16,19.688227629431186,-0.0
152,11,17.25194862095165,-0.0
152,12,11.477415258755157,81.81818181818183
152,12,11.720191638182104,64.28571428571429
152,14,9.763136490945126,43.103448275862064
152,15,6.322121606388022,51.36417556346382
152,15,11.595655910086736,40.0
153,14,13.100841303334406,100.0
154,11,11.239197185319005,57.89473684210527
154,11,12.792575469037269,100.0
154,11,13.190813432383456,66.66666666666666
154,11,13.427297545422421,100.0
154,11,13.4727005495698,100.0
154,11,13.555453655353178,100.0
154,11,13.83157979584564,100.0
154,11,13.873344501587633,100.0
154,12,12.758638642372416,66.66666666666666
155,21,8.606744987193355,47.44897959183674
156,12,11.560564111093845,84.61538461538461
156,12,11.785925532937421,69.23076923076923
156,12,11.824503756913913,69.23076923076923
156,12,12.23005435117454,87.5
156,15,1.5130883204909098,50.981767180925665
156,15,8.80056512261101,46.75324675324675
156,17,12.991400291714054,100.0
157,11,11.918111394979144,68.75
157,11,12.604513094147247,88.88888888888889
157,12,19.960139253373168,-0.0
157,15,9.692272986311973,52.307692307692314
157,24,2.9870738988762167,51.06475445458496
158,12,12.843595509688145,40.0
158,12,13.380379436312918,100.0
158,13,12.170654066828995,40.0
158,14,11.46266539204002,64.28571428571429
159,10,17.904899373657443,-0.0
159,11,8.070271730144812,48.44290657439446
159,15,8.554976964852756,45.59585492227979
160,10,17.856389808104684,-0.0
160,10,18.53318479603739,-0.0
160,12,8.109814388766196,49.29577464788733
162,12,12.883954329933065,50.0
165,15,11.88062892951041,63.63636363636363
165,16,18.103201444200835,-0.0
165,17,15.939938198345592,-0.0
166,12,10.35860332224923,47.16981132075472
167,11,12.642006313171573,66.66666666666666
167,11,12.6440816198794,66.66666666666666
167,11,12.731442467870842,61.53846153846154
167,11,13.20979241242175,87.5
168,10,11.087752746350937,50.90909090909091
169,10,9.312459994307586,40.78947368421053
169,10,20.0,-0.0
169,17,6.311336258831002,49.46351931330472
170,10,16.853891017129804,-0.0
170,10,19.551905282036337,-0.0
170,11,17.343147001294785,-0.0
170,11,19.487842032345075,-0.0
170,14,13.697881362013785,100.0
170,14,17.92335740626761,-0.0
171,10,15.371195523517951,-0.0
171,10,19.870333601516386,-0.0
171,14,13.784051364920124,100.0
171,17,3.7475076416064796,50.39525691699605
171,19,9.959483416813157,41.9753086419753
175,13,13.706229588129117,100.0
176,10,13.320880625505344,76.92307692307693
178,10,14.13209553045637,88.88888888888889
182,10,11.980705865490869,54.761904761904766
183,12,20.0,-0.0
183,15,11.810492799462466,48.0
183,15,14.648703430145984,100.0
184,10,9.49986889541546,46.231155778894475
184,10,18.48001071223846,-0.0
185,10,17.45611363100368,-0.0
187,10,19.017260145955895,-0.0
188,10,8.589646697186875,48.91640866873065
188,15,16.653267054874675,-0.0
189,11,17.11716474718096,-0.0
189,17,5.2861743890080595,49.307479224376735
190,10,10.108035530114414,44.966442953020135
190,23,9.21551625224516,50.0
191,10,16.792047597443347,-0.0
191,14,5.278986036381852,49.654218533886585
191,16,18.737796577163866,-0.0
191,17,5.2759325552062935,49.38608458390178
193,10,9.10382206597902,48.16326530612245
194,11,18.568522222432925,-0.0
194,22,13.41560316438877,57.14285714285714
195,10,10.297792406313633,43.57142857142857
195,10,10.397570191676307,44.53125
195,10,11.19009182422103,40.57971014492754
195,10,11.416039808381813,50.0
195,10,11.446476439213788,49.2063492063492
195,10,12.507813609528496,50.0
195,10,12.653232534639319,47.5
195,10,13.121442085872362,53.333333333333336
195,10,13.426436905473881,61.904761904761905
195,10,14.151435121690655,81.81818181818183
195,10,14.763071911576661,90.9090909090909
195,10,14.814761869566004,90.0
195,10,15.094531774461444,62.5
195,10,15.423295196092745,100.0
195,10,15.679847315008516,100.0
195,10,15.808697745291767,100.0
195,10,15.916716970018117,100.0
195,10,17.136182608700214,-0.0
195,10,17.98277799875343,-0.0
195,10,18.06699816727911,-0.0
195,10,18.300985892913072,-0.0
195,10,18.911696290576405,-0.0
195,10,19.05585302635289,-0.0
195,10,19.07100990958425,-0.0
195,10,19.155682596157064,-0.0
195,10,19.31599436626596,-0.0
195,10,19.35738405500909,-0.0
195,10,19.623576717873465,-0.0
195,10,19.80630481862741,-0.0
195,10,19.8178783733863,-0.0
195,11,11.685957434771309,56.86274509803921
195,11,14.880501143295527,66.66666666666666
195,11,17.848061006340536,-0.0
195,11,18.26705441706249,-0.0
195,12,13.033668698250386,63.1578947368421
195,12,16.227413709532517,-0.0
195,12,19.904418917516782,-0.0
195,16,9.85483265112792,46.56488549618321
195,18,5.292993306038106,50.437710437710436
