ema_period,atr_period,multiplier,0
2,10,0.5334246645066745,52.735229759299784
2,10,0.5496319990368408,53.188054882970135
2,10,0.5594795972143085,53.246753246753244
2,10,0.5618705619089646,53.4965034965035
2,10,0.5701912563662603,54.14364640883977
2,10,0.571914529090785,54.1241890639481
2,10,0.5745289819413486,54.03377110694184
2,10,0.5766575430171073,54.293893129770986
2,10,0.5853257643432561,54.08678102926338
2,10,0.5872348205959717,54.01015228426396
2,10,0.5945034370102573,54.05690200210748
2,10,0.5971334137552895,53.854389721627406
2,10,0.5986181987024362,54.1036717062635
2,10,0.5991198899095511,54.22077922077923
2,10,0.5996582645599029,54.229934924078094
2,10,0.602072941343613,54.065934065934066
2,10,0.6026807193051138,54.015401540154016
2,10,0.6063250827722111,53.768278965129355
2,10,0.6076062557039305,53.70581527936146
2,10,0.6080441584937463,53.76712328767124
2,10,0.6115325386787073,53.81008206330598
2,10,0.6139605425696044,53.855278766310796
2,10,0.6158415458234348,54.08653846153846
2,10,0.6206958348455041,54.22885572139303
2,10,0.6255763643207599,55.14138817480719
2,10,0.6281768253804205,55.55555555555556
2,10,0.6285545258085808,55.86297760210803
2,10,0.6289177802046979,55.746367239101716
2,10,0.6303672275399296,55.957161981258366
2,10,0.6308657635538422,56.14035087719298
2,10,0.6323126678448168,55.934515688949524
2,10,0.6334196182428702,55.89041095890411
2,10,0.6384496916762973,55.27065527065527
2,10,0.6397516458512574,55.45977011494253
2,10,0.639777012450411,55.45977011494253
2,10,0.6476455636092439,55.37313432835821
2,10,0.6522789621835305,55.70987654320988
2,10,0.653163457673748,55.65891472868218
2,10,0.6532464687398927,55.65891472868218
2,10,0.6533691255384542,55.590062111801245
2,10,0.654613806445572,55.32915360501567
2,10,0.6547602161541979,55.25902668759811
2,10,0.6558456128441227,55.118110236220474
2,10,0.6560317152074884,55.20504731861199
2,10,0.6566549113107906,54.99207606973059
2,10,0.6599612490629246,55.06535947712419
2,10,0.6605878696315526,54.8440065681445
2,10,0.6618444771605896,54.78547854785478
2,10,0.6621860324013389,54.710743801652896
2,10,0.662234139208056,54.63576158940398
2,10,0.6622692844662664,54.56053067993366
2,10,0.6633932959734643,54.42404006677797
2,10,0.6634185430817379,54.42404006677797
2,10,0.6651742081458223,54.63743676222597
2,10,0.6661234872613793,54.57627118644067
2,10,0.6664650993381043,54.57627118644067
2,10,0.6667276090328933,54.66893039049236
2,10,0.6677092533800698,54.68483816013629
2,10,0.6680489218738719,54.778156996587036
2,10,0.6685019653280613,54.700854700854705
2,10,0.6705609992382635,54.65517241379311
2,10,0.6722160722031025,54.76603119584056
2,10,0.6734319818706367,54.62478184991274
2,10,0.6739437491463223,54.56140350877193
2,10,0.674433741780728,54.48154657293497
2,10,0.6748113292653959,54.5774647887324
2,10,0.676011372830752,54.86725663716814
2,10,0.676012703321206,54.86725663716814
2,10,0.6765603232462385,54.982206405693944
2,10,0.6768455390489638,54.982206405693944
2,10,0.6771149669544019,54.982206405693944
2,10,0.6774361723203972,54.90196078431373
2,10,0.6775015723942064,54.82142857142858
2,10,0.6776225317876907,54.82142857142858
2,10,0.6776971299087065,54.82142857142858
2,10,0.6778468656834398,54.82142857142858
2,10,0.6780931211416337,54.82142857142858
2,10,0.6783024991150397,54.82142857142858
2,10,0.6786831493499381,54.83870967741935
2,10,0.6788822610805383,54.83870967741935
2,10,0.6790466035403788,54.83870967741935
2,10,0.6805495958373757,55.172413793103445
2,10,0.6808842480378616,55.009107468123865
2,10,0.6833505374626587,54.981549815498155
2,10,0.684824254453227,55.41044776119403
2,10,0.6850910527695679,55.41044776119403
2,10,0.6851624905478346,55.41044776119403
2,10,0.6861036930232516,55.34709193245778
2,10,0.6878123880170293,55.49242424242424
2,10,0.6883962726895376,55.70342205323195
2,10,0.6913060256055066,55.705996131528046
2,10,0.6927210281006182,55.72815533980583
2,10,0.6930374950239591,55.859375
2,10,0.693680817420917,56.2992125984252
2,10,0.6937196046769074,56.41025641025641
2,10,0.6939027308224825,56.41025641025641
2,10,0.6939185850930678,56.41025641025641
2,10,0.6949285041385316,56.547619047619044
2,10,0.696420002905358,56.287425149700596
2,10,0.6968392722248458,56.1122244488978
2,10,0.6972280666112647,56.451612903225815
2,10,0.6978931405903843,56.36363636363636
2,10,0.6989589642729412,56.734693877551024
2,10,0.6995764516129115,56.850715746421265
2,10,0.6996857545897714,56.850715746421265
2,10,0.7004358942305766,56.850715746421265
2,10,0.7019941564785257,57.02479338842975
2,10,0.7020523734046966,56.84647302904564
2,10,0.7025681384837414,56.75675675675676
2,10,0.7027289369572458,56.75675675675676
2,10,0.7031848318647733,56.875
2,10,0.7042117978295617,57.05263157894736
2,10,0.704826745222888,56.9620253164557
2,10,0.7051576799164396,56.9620253164557
2,10,0.7052332161097297,56.9620253164557
2,10,0.7057801170973808,56.99152542372882
2,10,0.7058560353460086,56.779661016949156
2,10,0.70597871622997,56.779661016949156
2,10,0.7060406328634472,56.779661016949156
2,10,0.7062161785466765,56.779661016949156
2,10,0.7068375700246983,56.929637526652456
2,10,0.7081143105130183,57.327586206896555
2,10,0.7083946390173173,57.327586206896555
2,10,0.7107792177583139,57.08061002178649
2,10,0.7119105744457019,56.79824561403509
2,10,0.7122616658121605,56.57894736842105
2,10,0.7123285884746418,56.57894736842105
2,10,0.7123854990791152,56.57894736842105
2,10,0.7127826973442932,56.48351648351648
2,10,0.7131771125092801,56.48351648351648
2,10,0.7139614643168486,56.38766519823789
2,10,0.7140275717061755,56.38766519823789
2,10,0.7146894410932789,56.415929203539825
2,10,0.7147072137002617,56.415929203539825
2,10,0.7151179475400206,56.57015590200446
2,10,0.7158109517192184,56.659142212189614
2,10,0.715985783643537,56.659142212189614
2,10,0.7160613787811814,56.56108597285068
2,10,0.7163383504121839,56.68934240362812
2,10,0.7168508765986059,56.71981776765376
