ema_period,atr_period,multiplier,0
5,10,0.5,527100.0
5,11,0.5,520800.0
15,17,15.267754887451856,-0.0
18,12,4.175486994791385,4600.0
23,11,15.3841629339364,-0.0
48,10,0.5,293500.0
48,11,2.6133860122492356,129000.0
82,11,10.308676821315785,-0.0
85,10,4.170175764407317,68300.00000000001
89,16,14.411066892145255,-0.0
93,11,13.926684354855757,-0.0
94,19,13.870730452983008,-0.0
100,11,7.161515075437702,6999.999999999999
117,11,0.5,180100.00000000003
129,17,5.917364289233304,42400.00000000001
132,12,18.4217119658537,-0.0
134,19,10.38234355629359,500.00000000000006
163,18,5.596465308198061,57900.0
177,18,14.093998072267494,200.0
179,12,0.5566209729759259,131600.0
184,13,11.060999252710213,2600.0
186,15,5.822657164753522,56400.00000000001
191,14,10.273164493074153,3700.0
198,11,7.168311277112059,35900.00000000001
202,15,6.955514090634458,42100.0
